month,storey_range,resale_price_median,resale_price_min,resale_price_max,resale_price_quantile_25,resale_price_quantile_75,price_per_sqm_median,price_per_sqm_min,price_per_sqm_max,price_per_sqm_quantile_25,price_per_sqm_quantile_75
2003-05,very low,200000.0,87000.0,490000.0,160000.0,253000.0,2238.095238095238,1287.6712328767123,4222.222222222223,2029.7029702970297,2459.4594594594596
2003-06,very low,200000.0,68000.0,500000.0,152000.0,260000.0,2256.4102564102564,1257.142857142857,3571.4285714285716,2022.599591419816,2505.3763440860216
2003-07,very low,207500.0,55000.0,466000.0,157000.0,255000.0,2279.569892473118,1287.878787878788,4184.782608695652,2042.1195652173915,2498.6263736263736
2003-08,very low,208000.0,77000.0,473000.0,165000.0,260000.0,2326.732673267327,1272.7272727272727,3293.6507936507937,2097.560975609756,2554.140127388535
2003-09,very low,205000.0,62000.0,475000.0,163000.0,255000.0,2320.3125,1230.7692307692307,4797.979797979798,2099.009900990099,2549.0196078431372
2003-10,very low,212000.0,78000.0,550000.0,165125.0,255000.0,2339.9046396479002,1194.0298507462687,4580.0,2109.7285067873304,2572.793468667255
2003-11,very low,204500.0,55000.0,472000.0,165000.0,250000.0,2346.2056737588655,1506.849315068493,4506.329113924051,2117.060048594238,2579.1106892523367
2003-12,very low,210000.0,55000.0,505000.0,173000.0,255000.0,2362.6373626373625,964.9122807017544,3821.1382113821137,2147.902960526316,2619.0476190476193
2004-01,very low,205000.0,55000.0,495000.0,168666.0,248000.0,2390.9995477159655,1493.5064935064936,4159.663865546218,2190.4761904761904,2616.083916083916
2004-02,very low,207000.0,85000.0,480000.0,170000.0,250000.0,2347.573567372225,1494.8453608247423,4444.444444444444,2147.544178794179,2611.9402985074626
2004-03,very low,213000.0,75000.0,563000.0,170000.0,265000.0,2405.940594059406,1540.5405405405406,4208.791208791209,2202.3809523809523,2663.0434782608695
2004-04,very low,210000.0,70000.0,490000.0,171000.0,260000.0,2462.686567164179,1477.2727272727273,4194.444444444444,2198.7951807228915,2674.390243902439
2004-05,very low,210000.0,86000.0,500000.0,170000.0,260000.0,2435.3233830845775,1492.5373134328358,3538.4615384615386,2230.9281627463447,2671.2328767123286
2004-06,very low,218000.0,87000.0,545000.0,180000.0,270000.0,2450.9803921568628,1666.6666666666667,4175.824175824176,2216.494845360825,2686.5671641791046
2004-07,very low,213500.0,65000.0,522000.0,178000.0,254250.0,2462.11251435132,1392.4050632911392,4200.0,2207.921237187556,2711.0986318153973
2004-08,very low,208000.0,60000.0,550000.0,174000.0,255000.0,2447.1544715447153,1243.2432432432433,4759.036144578313,2211.5384615384614,2717.391304347826
2004-09,very low,210000.0,90000.0,450000.0,175000.0,250000.0,2445.6521739130435,1264.367816091954,3796.296296296296,2193.9788860575172,2738.2783882783883
2004-10,very low,220000.0,88750.0,515000.0,180000.0,258000.0,2421.761029411765,1585.7142857142858,3809.5238095238096,2217.882907880133,2705.087440381558
2004-11,very low,215000.0,95000.0,465000.0,179250.0,260000.0,2475.2475247524753,1625.0,4516.129032258064,2242.5946756655417,2778.985507246377
2004-12,very low,210000.0,75000.0,570000.0,180000.0,257000.0,2489.1304347826085,1634.6153846153845,3830.0,2229.7297297297296,2773.6101582445763
2005-01,very low,212000.0,85000.0,452000.0,180000.0,260000.0,2462.121212121212,1428.5714285714287,4888.888888888889,2201.8348623853212,2755.9055118110236
2005-02,very low,222000.0,92000.0,475000.0,185000.0,265000.0,2500.0,1551.7241379310344,3793.103448275862,2251.689189189189,2761.194029850746
2005-03,very low,220000.0,90000.0,480000.0,185000.0,263000.0,2474.007400740074,1483.5164835164835,3851.3513513513512,2241.594202898551,2739.72602739726
2005-04,very low,210500.0,65000.0,470000.0,178750.0,256000.0,2424.4097486671744,1402.439024390244,3653.846153846154,2164.1530558482614,2654.803240740741
2005-05,very low,220000.0,91000.0,480000.0,175000.0,255000.0,2396.977244424318,1595.959595959596,3883.4951456310678,2212.0748715439195,2633.220129669651
2005-06,very low,206000.0,93200.0,445000.0,162000.0,250000.0,2317.880794701987,1456.3106796116506,3623.529411764706,2144.386574074074,2500.0
2005-07,very low,198000.0,90000.0,595000.0,158000.0,240000.0,2289.7196261682243,1298.7012987012988,3914.8936170212764,2107.767722473605,2463.122571529495
2005-08,very low,206000.0,100000.0,498000.0,162000.0,241500.0,2302.3949261643315,1458.2857142857142,3415.841584158416,2131.379523662233,2449.0107913669062
2005-09,very low,208000.0,95000.0,440000.0,160000.0,245000.0,2298.014061921796,1343.2835820895523,4257.731958762886,2122.9680696661826,2492.365097588978
2005-10,very low,210000.0,65000.0,440000.0,160000.0,265000.0,2322.3072717331875,1545.4545454545455,4753.086419753086,2153.964862298196,2476.9774011299437
2005-11,very low,214000.0,75000.0,440000.0,163000.0,258250.0,2307.6923076923076,1585.3658536585365,4033.3333333333335,2134.3283582089553,2475.0206782464847
2005-12,very low,213000.0,104000.0,445000.0,160000.0,254250.0,2291.464401294498,1581.081081081081,3711.6666666666665,2142.299107142857,2479.422831418397
2006-01,very low,210000.0,102000.0,440000.0,160000.0,255000.0,2302.3672883787663,1483.1460674157304,3646.846846846847,2108.9920343137255,2454.3269230769233
2006-02,very low,213000.0,65000.0,490000.0,163000.0,259000.0,2272.7272727272725,1578.9473684210527,3694.1176470588234,2089.5522388059703,2453.125
2006-03,very low,212000.0,101200.0,530000.0,165000.0,268000.0,2307.6923076923076,1436.7816091954023,3611.1111111111113,2131.750241080039,2506.478596030835
2006-04,very low,215000.0,90000.0,405000.0,165000.0,260000.0,2279.4117647058824,1168.8311688311687,4753.086419753086,2109.990926504688,2471.4285714285716
2006-05,very low,210000.0,107000.0,430000.0,160350.0,254500.0,2294.1849816849817,1597.0149253731342,4102.5641025641025,2135.9691088026243,2503.9473684210525
2006-06,very low,205500.0,95000.0,580000.0,160000.0,260000.0,2288.135593220339,1532.4324324324325,4008.4745762711864,2111.598069105691,2467.375886524823
2006-07,very low,210000.0,95000.0,505000.0,158850.0,260000.0,2306.38852672751,1589.041095890411,3809.5238095238096,2140.7628676470586,2495.150501672241
2006-08,very low,203000.0,100000.0,512000.0,158000.0,255000.0,2277.777777777778,1513.5135135135135,3944.4444444444443,2117.6470588235293,2485.0746268656717
2006-09,very low,205000.0,105000.0,428000.0,160000.0,250000.0,2323.529411764706,1481.4814814814815,4580.860759493671,2130.9811237928006,2520.966514459665
2006-10,very low,203000.0,90000.0,490000.0,158000.0,260050.0,2291.5451977401126,1442.3076923076924,3970.5882352941176,2129.7391934315383,2501.865671641791
2006-11,very low,215000.0,100000.0,500000.0,165000.0,260000.0,2293.4002869440455,1452.3076923076924,4510.869565217391,2125.0,2537.6004592422505
2006-12,very low,210000.0,88000.0,483000.0,160000.0,265000.0,2297.2972972972975,1647.0588235294117,4755.555555555556,2126.8564356435645,2544.466403162055
2007-01,very low,213000.0,102500.0,450000.0,164222.0,265750.0,2313.4328358208954,1619.8347107438017,4812.5,2152.436886395512,2565.217391304348
2007-02,very low,213000.0,125000.0,542000.0,162900.0,268000.0,2326.923076923077,1721.311475409836,4326.086956521739,2124.143835616438,2554.7008547008545
2007-03,very low,220000.0,107000.0,510000.0,170000.0,276000.0,2340.6593406593406,1311.4754098360656,5160.493827160494,2174.5524296675194,2538.174512055109
2007-04,very low,211250.0,87000.0,536000.0,163000.0,265000.0,2335.043314894061,1561.904761904762,4546.285714285715,2144.8140900195694,2583.3333333333335
2007-05,very low,220000.0,100000.0,558000.0,169000.0,275500.0,2377.622377622378,1592.9203539823009,4333.333333333333,2183.064516129032,2647.0588235294117
2007-06,very low,222944.0,105000.0,525000.0,172000.0,276250.0,2365.5357485144723,1634.6153846153845,5189.873417721519,2194.8851527350225,2589.3246187363834
2007-07,very low,230000.0,115000.0,475000.0,174000.0,292000.0,2396.7391304347825,1532.7868852459017,4301.075268817204,2205.8823529411766,2684.6846846846847
2007-08,very low,240000.0,92600.0,635000.0,185000.0,295675.0,2424.5105926521856,1639.344262295082,4503.7037037037035,2203.7136130136987,2702.0270270270266
2007-09,very low,242500.0,117000.0,700000.0,190000.0,300000.0,2472.7272727272725,1430.3149606299212,5198.019801980198,2245.9582790091263,2755.5555555555557
2007-10,very low,240000.0,121000.0,690000.0,194250.0,290000.0,2519.202544031311,1775.3623188405797,5277.108433734939,2317.8632115548003,2764.285714285714
2007-11,very low,242000.0,116000.0,628000.0,190000.0,290500.0,2552.4475524475524,1688.3116883116884,5064.5161290322585,2317.0731707317073,2858.1016299137104
2007-12,very low,245000.0,109000.0,575000.0,197000.0,297250.0,2671.5686274509803,1680.327868852459,5180.722891566265,2383.088235294118,3059.9916387959865
2008-01,very low,252000.0,90000.0,615000.0,198550.0,320000.0,2670.731707317073,1586.5384615384614,5337.349397590361,2366.0256410256407,2968.114837398374
2008-02,very low,251500.0,132000.0,622000.0,200000.0,308250.0,2753.6463536463534,1472.5274725274726,4945.054945054945,2474.6892451810486,3134.537337662338
2008-03,very low,260000.0,140000.0,635000.0,205500.0,315500.0,2771.4285714285716,1735.2941176470588,5597.927835051546,2472.33554309026,3075.7749712973596
2008-04,very low,264000.0,142000.0,560000.0,205250.0,325750.0,2811.005171299289,1666.6666666666667,5142.857142857143,2546.7414529914527,3177.5101763907733
2008-05,very low,260000.0,140000.0,700000.0,210000.0,315000.0,2926.470588235294,1709.4017094017095,5223.880597014925,2604.8387096774195,3227.2727272727275
2008-06,very low,270000.0,115000.0,650000.0,213000.0,335160.0,2933.3333333333335,1900.8264462809918,6250.0,2619.0476190476193,3260.8695652173915
2008-07,very low,273000.0,153000.0,645000.0,219500.0,335250.0,2990.909090909091,1730.7692307692307,5174.418604651163,2658.508374201906,3329.1795665634672
2008-08,very low,278000.0,138000.0,630000.0,221500.0,330000.0,3000.0,1854.368932038835,5705.882352941177,2699.1869918699185,3333.3333333333335
2008-09,very low,283000.0,100000.0,630000.0,230000.0,342000.0,3058.823529411765,1638.095238095238,6000.0,2734.8850012233916,3414.9348635235733
2008-10,very low,285900.0,155000.0,595000.0,233000.0,342250.0,3138.394892840857,1979.1666666666667,6175.0,2845.2380952380954,3466.6666666666665
2008-11,very low,293888.0,142000.0,628000.0,235000.0,349250.0,3136.842105263158,2020.618556701031,5459.770114942528,2796.8677762367083,3475.16960651289
2008-12,very low,288750.0,168000.0,630000.0,241500.0,348000.0,3111.067193675889,2075.4716981132074,5722.222222222223,2848.5866543095462,3456.2937062937062
2009-01,very low,290000.0,155000.0,575000.0,235000.0,345000.0,3161.764705882353,2030.7692307692307,6179.775280898876,2858.108108108108,3500.0
2009-02,very low,275000.0,162000.0,695000.0,225000.0,335000.0,3117.6470588235293,2115.3846153846152,5254.237288135593,2791.044776119403,3440.677966101695
2009-03,very low,281000.0,140000.0,552800.0,233000.0,333000.0,3129.032258064516,2240.3846153846152,5759.493670886076,2831.521739130435,3454.5454545454545
2009-04,very low,285000.0,145000.0,650000.0,232250.0,337750.0,3125.0,2268.4563758389263,5625.131313131313,2840.6544811320755,3448.337357330992
2009-05,very low,288000.0,170000.0,692000.0,229000.0,340000.0,3175.675675675676,2142.8571428571427,5959.595959595959,2868.8524590163934,3442.622950819672
2009-06,very low,291750.0,160000.0,660000.0,245000.0,340000.0,3155.15873015873,2314.0495867768595,6271.739130434783,2863.6363636363635,3499.2466216216217
2009-07,very low,300000.0,151000.0,615000.0,250000.0,350000.0,3201.7699115044247,2115.3846153846152,5705.128205128205,2904.5988258317025,3500.0
2009-08,very low,307000.0,140000.0,692800.0,255000.0,366000.0,3229.1666666666665,1677.685950413223,6277.777777777777,2972.648514851485,3609.248837778321
2009-09,very low,305000.0,175000.0,620000.0,247000.0,360000.0,3336.5384615384614,2045.4545454545455,6987.951807228916,3000.0,3657.125332242895
2009-10,very low,325000.0,168000.0,690000.0,270000.0,380000.0,3309.5238095238096,2254.335260115607,6395.061728395061,3026.315789473684,3648.6486486486488
2009-11,very low,322000.0,175000.0,818000.0,270000.0,375000.0,3335.0,2404.9586776859505,7153.846153846154,3027.9831718510964,3674.0394337714865
2009-12,very low,333000.0,165000.0,730000.0,277750.0,395000.0,3427.4193548387098,2207.7922077922076,8795.180722891566,3075.346784363178,3790.5869324473974
2010-01,very low,322000.0,175000.0,720000.0,265000.0,390000.0,3392.8571428571427,2096.153846153846,6477.272727272727,3058.337384540593,3759.3848937132516
2010-02,very low,330000.0,171000.0,800000.0,277750.0,382000.0,3448.1071724241738,2380.9523809523807,5571.428571428572,3131.639194139194,3772.7272727272725
2010-03,very low,325000.0,166000.0,715000.0,270000.0,379000.0,3507.4626865671644,2351.1450381679388,6965.909090909091,3179.10447761194,3895.5223880597014
2010-04,very low,328000.0,181000.0,703000.0,275000.0,390000.0,3513.9100609756097,2019.2307692307693,6702.127659574468,3141.348088531187,3893.2962529274005
2010-05,very low,341000.0,195000.0,738000.0,280250.0,400075.0,3614.4807875516035,2387.9518072289156,7807.22891566265,3257.5820427728613,3956.043956043956
2010-06,very low,335000.0,178000.0,688000.0,280000.0,400000.0,3640.3125,2349.3150684931506,8076.923076923077,3294.4955209806694,4028.4856206771024
2010-07,very low,350000.0,193000.0,710000.0,295000.0,408000.0,3690.4761904761904,2545.4545454545455,6730.0,3321.9588806396346,4062.5
2010-08,very low,350000.0,193000.0,750000.0,295000.0,407000.0,3752.9411764705883,2516.1290322580644,7865.168539325843,3400.0,4149.253731343284
2010-09,very low,355000.0,188000.0,888000.0,298750.0,416250.0,3857.675906183369,2500.0,6542.056074766355,3445.52304964539,4247.9838709677415
2010-10,very low,355000.0,192000.0,810000.0,304000.0,422500.0,3814.285714285714,2425.7425742574255,7528.735632183908,3451.6129032258063,4194.0298507462685
2010-11,very low,359000.0,162000.0,725000.0,298000.0,419000.0,3858.695652173913,2327.5862068965516,7038.834951456311,3514.285714285714,4218.75
2010-12,very low,348000.0,187000.0,788000.0,299000.0,415000.0,3902.1739130434785,2500.0,7070.707070707071,3527.2727272727275,4349.315068493151
2011-01,very low,363000.0,207000.0,738000.0,295000.0,427000.0,3956.989247311828,2832.3699421965316,7446.808510638298,3561.6438356164385,4326.086956521739
2011-02,very low,370000.0,215000.0,800000.0,303250.0,440000.0,4004.6306306306305,2846.153846153846,8076.923076923077,3665.3205557415467,4378.295978905735
2011-03,very low,375000.0,207000.0,730000.0,315000.0,438000.0,3990.3846153846152,2782.2580645161293,7159.090909090909,3619.8347107438017,4390.243902439024
2011-04,very low,385000.0,194000.0,720000.0,325000.0,447000.0,4109.58904109589,2977.0992366412215,7215.909090909091,3700.8196721311474,4500.0
2011-05,very low,390000.0,225000.0,818000.0,328000.0,445000.0,4054.054054054054,2809.9173553719006,7282.35294117647,3740.0621118012423,4435.481682496607
2011-06,very low,391750.0,216500.0,778000.0,333000.0,448500.0,4077.3693209574985,2561.9834710743803,8120.977777777778,3744.187062937063,4507.462686567164
2011-07,very low,398000.0,208000.0,750000.0,330000.0,462500.0,4204.545454545455,2698.4126984126983,7977.528089887641,3841.121495327103,4615.384615384615
2011-08,very low,398000.0,245000.0,780000.0,338000.0,463000.0,4306.122448979592,2791.411042944785,7989.130434782609,3867.7685950413224,4675.675675675676
2011-09,very low,394000.0,195000.0,793000.0,330000.0,466625.0,4345.357624831309,2873.5632183908046,8846.153846153846,3891.4772727272725,4784.691176470588
2011-10,very low,415000.0,253000.0,838800.0,355500.0,475000.0,4339.414694894147,2967.479674796748,8923.404255319148,3865.705128205128,4741.519674355495
2011-11,very low,406000.0,249000.0,899000.0,345000.0,480000.0,4405.604338842975,3097.0149253731342,7747.747747747748,3950.555015394588,4764.2941176470595
2011-12,very low,404000.0,190000.0,740000.0,338000.0,463000.0,4423.177083333334,2738.095238095238,8674.698795180722,3978.528708133971,4776.119402985075
