town,month,storey_range,resale_price_median,resale_price_min,resale_price_max,resale_price_quantile_25,resale_price_quantile_75,price_per_sqm_median,price_per_sqm_min,price_per_sqm_max,price_per_sqm_quantile_25,price_per_sqm_quantile_75
WOODLANDS,1990-01,high,34500.0,20400.0,110000.0,26475.0,61375.0,479.36674669867944,310.5263157894737,956.5217391304348,355.2631578947369,636.9047619047619
WOODLANDS,1990-02,high,47250.0,20400.0,86000.0,31375.0,66500.0,546.7920044730221,313.84615384615387,699.1869918699186,449.7884770346495,597.1133554416641
WOODLANDS,1990-03,high,36650.0,20400.0,78000.0,32650.0,43700.0,516.7973856209151,313.84615384615387,634.1463414634146,484.89819004524884,580.6443970623075
WOODLANDS,1990-04,high,27300.0,20400.0,52000.0,21000.0,32000.0,407.46268656716416,313.84615384615387,559.1397849462365,338.46153846153845,448.52941176470586
WOODLANDS,1990-05,high,38400.0,20400.0,130000.0,28000.0,44000.0,564.7058823529412,313.84615384615387,1074.3801652892562,417.910447761194,594.5945945945946
WOODLANDS,1990-06,high,45000.0,20400.0,90000.0,33900.0,70000.0,522.7272727272727,313.84615384615387,725.8064516129032,476.29173290937996,618.1451612903227
WOODLANDS,1990-07,high,39000.0,20400.0,113000.0,28150.0,60800.0,527.3972602739726,313.84615384615387,933.8842975206611,392.72463768115944,647.1153846153846
WOODLANDS,1990-08,high,55000.0,20400.0,63500.0,46350.0,57165.0,589.7938144329896,313.84615384615387,753.4246575342465,503.71927042030137,711.70781273521
WOODLANDS,1990-09,high,31700.0,20400.0,110000.0,20400.0,36700.0,453.08641975308643,313.84615384615387,932.2033898305085,313.84615384615387,528.3333333333334
WOODLANDS,1990-10,high,76000.0,32000.0,98000.0,55500.0,82750.0,645.1981707317073,438.35616438356163,830.5084745762712,575.513698630137,768.8640808344198
WOODLANDS,1990-11,high,37000.0,20400.0,78000.0,32000.0,58380.0,490.7692307692308,313.84615384615387,641.5384615384615,438.35616438356163,582.6446280991736
WOODLANDS,1990-12,high,45350.0,20400.0,80000.0,39155.0,57575.0,589.1752577319587,313.84615384615387,678.2608695652174,535.3102779573368,634.6762510974539
WOODLANDS,1991-01,high,71500.0,28000.0,110000.0,50625.0,83175.0,624.0399385560676,417.910447761194,909.0909090909091,558.0689928628072,733.1142857142858
WOODLANDS,1991-02,high,50000.0,26000.0,100000.0,36000.0,60000.0,554.0540540540541,350.6666666666667,847.457627118644,476.1904761904762,625.0
WOODLANDS,1991-03,high,63700.0,45000.0,78400.0,63000.0,65000.0,642.8571428571429,548.780487804878,714.2857142857143,632.258064516129,643.4343434343434
WOODLANDS,1991-04,high,75850.0,22700.0,125000.0,36950.0,113750.0,695.2225740361334,349.2307692307692,1059.322033898305,430.989010989011,963.9830508474577
WOODLANDS,1991-05,high,65600.0,23000.0,116000.0,38125.0,88820.0,688.3474576271187,353.84615384615387,958.6776859504132,560.6617647058824,752.7118644067797
WOODLANDS,1991-06,high,63250.0,25500.0,89000.0,54250.0,83500.0,585.1931573581059,392.3076923076923,735.5371900826447,562.2852233676977,696.9780219780221
WOODLANDS,1991-07,high,67000.0,26000.0,125000.0,48500.0,82500.0,690.3344021988089,342.10526315789474,1033.0578512396694,593.3216570210174,766.2086555866382
WOODLANDS,1991-08,high,52000.0,32000.0,108000.0,38000.0,88700.0,702.7027027027027,438.35616438356163,915.2542372881356,536.231884057971,751.6949152542373
WOODLANDS,1991-09,high,32000.0,20500.0,49000.0,23000.0,38000.0,438.35616438356163,315.38461538461536,662.1621621621622,353.84615384615387,558.8235294117648
WOODLANDS,1991-10,high,63000.0,37500.0,98000.0,48000.0,78000.0,629.0322580645161,438.7755102040816,809.9173553719008,549.4505494505495,693.8775510204082
WOODLANDS,1991-11,high,45000.0,25000.0,78000.0,39000.0,63750.0,562.9938542581212,384.61538461538464,714.2857142857143,524.0196078431372,645.5882352941177
WOODLANDS,1991-12,high,38000.0,25000.0,105000.0,33125.0,83000.0,546.3994460686259,328.94736842105266,889.8305084745763,458.9826602282704,727.9728275490987
WOODLANDS,1992-01,high,38000.0,22000.0,97000.0,28500.0,66000.0,558.8235294117648,338.46153846153845,801.6528925619834,438.46153846153845,651.463963963964
WOODLANDS,1992-02,high,48000.0,36800.0,126000.0,38000.0,63250.0,567.1641791044776,515.8730158730159,1067.7966101694915,541.7910447761194,585.6685957965276
WOODLANDS,1992-03,high,37500.0,21000.0,77000.0,28000.0,42000.0,558.8235294117648,323.0769230769231,846.1538461538462,430.7692307692308,567.5675675675676
WOODLANDS,1992-04,high,46000.0,28000.0,110000.0,41000.0,47000.0,560.9756097560976,430.7692307692308,932.2033898305085,471.264367816092,635.1351351351351
WOODLANDS,1992-05,high,50000.0,35000.0,99000.0,39500.0,77850.0,644.2307692307693,514.7058823529412,785.7142857142857,565.6307503578,743.494516450648
WOODLANDS,1992-06,high,40000.0,22000.0,58000.0,36000.0,46400.0,537.3134328358209,338.46153846153845,630.4347826086956,504.3478260869565,588.2352941176471
WOODLANDS,1992-07,high,45500.0,36000.0,132000.0,38500.0,64000.0,588.2352941176471,537.3134328358209,1090.909090909091,549.4978479196557,654.7725245316681
WOODLANDS,1992-08,high,51150.0,33000.0,63500.0,39975.0,60875.0,621.7940907706366,434.2105263157895,661.4583333333334,567.7363050483351,638.8720460199005
WOODLANDS,1992-09,high,56000.0,38000.0,110000.0,48500.0,72500.0,619.047619047619,520.5479452054794,894.3089430894308,558.7084148727985,723.5772357723577
WOODLANDS,1992-10,high,43500.0,30000.0,118000.0,34250.0,77250.0,582.5511617171873,421.05263157894734,1000.0,515.9043659043659,673.9849083722602
WOODLANDS,1992-11,high,39000.0,25000.0,119000.0,33000.0,51000.0,573.5294117647059,384.61538461538464,1008.4745762711865,492.53731343283584,698.6301369863014
WOODLANDS,1992-12,high,89000.0,30000.0,140000.0,56000.0,115500.0,754.2372881355932,410.958904109589,1173.076923076923,619.2307692307693,1097.80895334174
WOODLANDS,1993-01,high,37000.0,28500.0,116000.0,33750.0,69125.0,544.1176470588235,438.46153846153845,983.0508474576271,513.1221719457013,794.9256625727214
WOODLANDS,1993-02,high,36000.0,29000.0,124500.0,31000.0,39500.0,529.4117647058824,410.958904109589,1004.0322580645161,459.6153846153846,587.4670763827919
WOODLANDS,1993-03,high,50000.0,32000.0,92000.0,38750.0,61500.0,637.3626373626373,414.6341463414634,938.7755102040817,564.6118721461187,717.1094244149272
WOODLANDS,1993-04,high,53000.0,28500.0,130000.0,38750.0,78750.0,610.1581345483785,438.46153846153845,1074.3801652892562,552.67929089444,735.6813693219223
WOODLANDS,1993-05,high,102000.0,33000.0,160000.0,74000.0,135000.0,991.7355371900826,507.6923076923077,1355.9322033898304,677.2742995503286,1189.9410464259395
WOODLANDS,1993-06,high,55000.0,29000.0,166000.0,51000.0,80000.0,811.1111111111111,426.47058823529414,1371.900826446281,685.1117519826964,888.4697392160078
WOODLANDS,1993-07,high,62000.0,26500.0,120000.0,52000.0,73500.0,888.8888888888889,353.3333333333333,1318.6813186813188,649.5700245700245,954.1855203619909
WOODLANDS,1993-08,high,65000.0,38000.0,160000.0,54500.0,91000.0,902.7149321266968,520.5479452054794,1269.8412698412699,775.5754475703325,1099.116070134763
WOODLANDS,1993-09,high,99000.0,45000.0,162000.0,70000.0,124875.0,1010.1176063645798,661.7647058823529,1648.3516483516485,939.4392372333549,1246.0372498513968
WOODLANDS,1993-10,high,80000.0,44000.0,213000.0,71500.0,110500.0,1068.4931506849316,676.9230769230769,1717.741935483871,1004.2569659442725,1123.9143920595534
WOODLANDS,1993-11,high,77000.0,40000.0,200000.0,70500.0,127500.0,1102.9411764705883,615.3846153846154,1612.9032258064517,948.048048048048,1388.8170652876533
WOODLANDS,1993-12,high,75000.0,41000.0,233000.0,66500.0,102500.0,1068.4931506849316,602.9411764705883,1925.6198347107438,951.2820512820513,1211.4197530864199
WOODLANDS,1994-01,high,150000.0,70000.0,252000.0,120000.0,194000.0,1456.3106796116506,1029.4117647058824,2082.6446280991736,1307.8118927322191,1579.1371623393652
WOODLANDS,1994-02,high,105000.0,62000.0,235000.0,67000.0,185000.0,1268.6567164179105,917.8082191780821,1926.2295081967213,1000.0,1490.3846153846155
WOODLANDS,1994-03,high,185000.0,39000.0,326000.0,107500.0,211500.0,1541.6666666666667,534.2465753424658,2187.9194630872485,1154.916512059369,1792.3728813559323
WOODLANDS,1994-04,high,125000.0,62000.0,230000.0,73000.0,188000.0,1373.6263736263736,842.1052631578947,1854.8387096774193,1030.7692307692307,1492.063492063492
WOODLANDS,1994-05,high,122000.0,66000.0,225000.0,73000.0,143500.0,1257.7319587628865,938.3561643835617,1859.504132231405,1027.027027027027,1428.3732910639983
WOODLANDS,1994-06,high,128000.0,45000.0,230000.0,102250.0,187500.0,1500.0684556407448,548.780487804878,1900.8264462809918,1161.931818181818,1739.9193548387098
WOODLANDS,1994-07,high,84000.0,63000.0,205000.0,73000.0,165000.0,1244.622475856014,955.8823529411765,1737.2881355932204,1061.8606138107416,1598.1071714209545
WOODLANDS,1994-08,high,118500.0,65000.0,200000.0,65000.0,171250.0,1358.8640275387265,1000.0,1683.6734693877552,1000.0,1555.6976134277472
WOODLANDS,1994-09,high,129500.0,65000.0,212000.0,77250.0,193750.0,1423.076923076923,955.8823529411765,1709.6774193548388,1094.3291700241741,1572.7472673953612
WOODLANDS,1994-10,high,135000.0,68500.0,380000.0,107750.0,187000.0,1402.6004728132389,1053.8461538461538,2317.0731707317073,1202.3640241734802,1700.5145278450364
WOODLANDS,1994-11,high,200000.0,65000.0,345000.0,92000.0,235000.0,1612.9032258064517,1000.0,2363.013698630137,1181.8181818181818,1865.079365079365
