,month,storey_range,flat_type,resale_price_median,resale_price_min,resale_price_max,resale_price_quantile_25,resale_price_quantile_75,price_per_sqm_median,price_per_sqm_min,price_per_sqm_max,price_per_sqm_quantile_25,price_per_sqm_quantile_75
44,1990-02,very low,4 ROOM,80000.0,53000.0,127000.0,70900.0,88525.0,826.3092928936695,576.0869565217391,1223.404255319149,768.8585607940447,900.2747252747253
45,1990-02,very low,5 ROOM,140650.0,99000.0,185000.0,124500.0,162375.0,1063.0050505050506,818.1818181818181,1475.0,1008.0661157024794,1266.3688744034455
46,1990-02,very low,EXECUTIVE,167750.0,135000.0,218000.0,157200.0,182250.0,1139.274462564863,924.6575342465753,1354.0372670807453,1058.6206896551726,1191.3636363636363
47,1990-03,high,2 ROOM,16250.0,13500.0,19000.0,14875.0,17625.0,353.2608695652174,293.4782608695652,413.04347826086956,323.36956521739125,383.1521739130435
48,1990-03,high,3 ROOM,43500.0,20400.0,75000.0,37000.0,48000.0,635.1351351351351,313.84615384615387,1200.0,538.7145748987855,701.4925373134329
49,1990-03,high,4 ROOM,76200.0,46700.0,121000.0,70000.0,88625.0,821.3751668891855,518.8888888888889,1571.4285714285713,746.3567323481117,953.7163582842725
50,1990-03,high,5 ROOM,135000.0,76000.0,230000.0,116000.0,155000.0,1099.1735537190082,603.1746031746031,1625.0,947.5290791080265,1286.3292011019284
51,1990-03,high,EXECUTIVE,187500.0,161000.0,208000.0,170750.0,191875.0,1254.1390728476822,1100.0,1405.4054054054054,1148.3992381643388,1308.5927152317881
52,1990-03,low,1 ROOM,8250.0,7000.0,9500.0,7625.0,8875.0,266.1290322580645,225.80645161290323,306.4516129032258,245.96774193548387,286.2903225806451
53,1990-03,low,2 ROOM,18900.0,13500.0,31200.0,15250.0,21875.0,412.7518557794274,270.0,693.3333333333334,328.9402173913044,509.61538461538464
54,1990-03,low,3 ROOM,45250.0,18900.0,110000.0,34875.0,52000.0,649.2907092907094,313.84615384615387,1486.4864864864865,523.4681853888452,709.706603966469
55,1990-03,low,4 ROOM,80000.0,45700.0,140000.0,71400.0,91250.0,859.2233009708738,507.77777777777777,1369.5652173913043,771.243115656963,966.0633484162896
56,1990-03,low,5 ROOM,127000.0,87000.0,190000.0,108925.0,141500.0,954.8872180451128,692.3664122137404,1415.0,859.9911582670204,1163.3163487230472
57,1990-03,low,EXECUTIVE,183500.0,160000.0,230000.0,176325.0,203000.0,1258.0985915492959,1073.8255033557048,1533.3333333333333,1187.091295116773,1366.2068965517242
58,1990-03,mid,2 ROOM,18500.0,13500.0,20000.0,14000.0,19000.0,413.04347826086956,293.4782608695652,474.35897435897436,329.2682926829268,455.0
59,1990-03,mid,3 ROOM,42000.0,20400.0,93600.0,35000.0,47000.0,615.3846153846154,313.84615384615387,1136.986301369863,528.9081385979049,691.221859114016
60,1990-03,mid,4 ROOM,79000.0,50000.0,148000.0,70000.0,88250.0,813.0841121495328,559.1397849462365,1436.893203883495,752.6881720430108,895.6521739130435
61,1990-03,mid,5 ROOM,118000.0,64000.0,185000.0,110000.0,141000.0,966.9421487603306,561.4035087719299,1429.059829059829,892.0454545454545,1076.2222338917186
62,1990-03,mid,EXECUTIVE,178000.0,160000.0,204000.0,160000.0,196000.0,1232.7044025157234,1066.6666666666667,1426.5734265734266,1066.6666666666667,1253.5211267605634
63,1990-03,very low,1 ROOM,5600.0,5600.0,5600.0,5600.0,5600.0,180.6451612903226,180.6451612903226,180.6451612903226,180.6451612903226,180.6451612903226
64,1990-03,very low,2 ROOM,16000.0,14000.0,21000.0,15500.0,17600.0,347.82608695652175,311.1111111111111,467.5,336.95652173913044,389.3478260869565
65,1990-03,very low,3 ROOM,44000.0,17000.0,120000.0,31500.0,47200.0,636.4864864864865,288.135593220339,1027.7777777777778,471.9301221166893,701.1194029850747
66,1990-03,very low,4 ROOM,75000.0,47000.0,144000.0,65950.0,88125.0,786.8131868131868,505.3763440860215,1326.923076923077,735.0998711340206,915.3712141517019
67,1990-03,very low,5 ROOM,110000.0,77700.0,168000.0,108950.0,127000.0,909.0909090909091,642.1487603305785,1388.4297520661157,883.6961013913763,1012.3966942148761
68,1990-03,very low,EXECUTIVE,160000.0,138000.0,215000.0,159800.0,204500.0,1118.881118881119,920.0,1433.3333333333333,1041.1544991511037,1382.054794520548
69,1990-04,high,1 ROOM,7000.0,7000.0,7000.0,7000.0,7000.0,241.3793103448276,241.3793103448276,241.3793103448276,241.3793103448276,241.3793103448276
70,1990-04,high,2 ROOM,25250.0,18000.0,32500.0,21625.0,28875.0,498.0931352870333,382.97872340425533,613.2075471698113,440.5359293456443,555.6503412284223
71,1990-04,high,3 ROOM,41500.0,20000.0,93500.0,32000.0,47175.0,615.3846153846154,305.1948051948052,1106.060606060606,511.0294117647059,701.4925373134329
72,1990-04,high,4 ROOM,80000.0,52000.0,138000.0,71000.0,87100.0,850.9615384615385,559.1397849462365,1140.495867768595,774.7252747252747,925.2873563218391
73,1990-04,high,5 ROOM,130000.0,80000.0,183000.0,120000.0,150000.0,1069.6581196581196,640.0,1500.0,934.3377275580666,1223.6742424242425
74,1990-04,high,EXECUTIVE,160000.0,130000.0,208000.0,160000.0,180000.0,1066.6666666666667,896.551724137931,1434.4827586206898,1066.6666666666667,1192.0529801324503
75,1990-04,low,2 ROOM,18000.0,13500.0,31000.0,17000.0,22000.0,420.0,293.4782608695652,584.9056603773585,369.5652173913044,469.38775510204084
76,1990-04,low,3 ROOM,44500.0,17000.0,72000.0,35625.0,47425.0,629.9938662850134,303.57142857142856,1001.4705882352941,519.8375212544871,701.4925373134329
77,1990-04,low,4 ROOM,80000.0,46400.0,119500.0,71900.0,90000.0,855.7558945908461,498.9247311827957,1263.7362637362637,769.727047146402,975.6181318681319
78,1990-04,low,5 ROOM,125750.0,79000.0,161000.0,110000.0,136875.0,1008.3339120772276,724.7706422018349,1341.6666666666667,898.0044345898004,1124.2646028855581
79,1990-04,low,EXECUTIVE,204000.0,160000.0,230000.0,180000.0,206000.0,1360.0,1059.6026490066224,1533.3333333333333,1189.2617449664428,1401.360544217687
80,1990-04,mid,1 ROOM,7300.0,7300.0,7300.0,7300.0,7300.0,251.72413793103448,251.72413793103448,251.72413793103448,251.72413793103448,251.72413793103448
81,1990-04,mid,2 ROOM,19000.0,17500.0,23000.0,19000.0,19100.0,415.2173913043478,380.4347826086956,589.7435897435897,413.04347826086956,475.0
82,1990-04,mid,3 ROOM,46000.0,16600.0,86000.0,36000.0,50000.0,658.5365853658536,313.84615384615387,1023.8095238095239,557.353616532721,703.3903133903134
83,1990-04,mid,4 ROOM,83000.0,58000.0,160000.0,72000.0,91140.0,879.1208791208791,591.8367346938776,1538.4615384615386,771.9298245614035,1012.1951219512196
84,1990-04,mid,5 ROOM,127000.0,63400.0,165000.0,116500.0,141500.0,1051.2820512820513,537.2881355932203,1341.4634146341464,908.1168831168832,1169.4214876033056
85,1990-04,mid,EXECUTIVE,194500.0,160000.0,238000.0,178750.0,212500.0,1305.0,1073.8255033557048,1586.6666666666667,1205.9563758389263,1416.6666666666667
86,1990-04,very low,1 ROOM,10200.0,10200.0,10200.0,10200.0,10200.0,329.03225806451616,329.03225806451616,329.03225806451616,329.03225806451616,329.03225806451616
87,1990-04,very low,2 ROOM,17500.0,13500.0,19100.0,15000.0,19100.0,364.5833333333333,293.4782608695652,502.63157894736844,346.15384615384613,477.5
