,town,month,resale_price_median,resale_price_min,resale_price_max,resale_price_quantile_25,resale_price_quantile_75,price_per_sqm_median,price_per_sqm_min,price_per_sqm_max,price_per_sqm_quantile_25,price_per_sqm_quantile_75
2789,BUKIT TIMAH,2021-04,480000.0,415000.0,1160000.0,421500.0,640500.0,6174.288724973656,5684.931506849315,7532.467532467533,5831.100406442873,6497.115384615385
2790,BUKIT TIMAH,2021-05,672000.0,388000.0,1060000.0,444000.0,831500.0,6375.0,5274.725274725275,7319.672131147541,6140.353089533417,6860.9062170706
2791,BUKIT TIMAH,2021-06,740000.0,638000.0,912000.0,656250.0,871750.0,6533.732660781841,6134.615384615385,7414.634146341464,6310.096153846153,7145.491803278689
2792,BUKIT TIMAH,2021-07,676450.0,588000.0,1050000.0,634500.0,789675.0,6682.697709593776,6250.0,7191.780821917808,6517.556179775281,6866.935590094836
2793,BUKIT TIMAH,2021-08,863000.0,608000.0,1038000.0,726500.0,910000.0,7109.58904109589,6509.259259259259,7723.577235772358,6877.54458656098,7171.343001261034
2794,BUKIT TIMAH,2021-09,730000.0,408000.0,1010000.0,560000.0,828000.0,6346.153846153846,5164.8351648351645,7581.9672131147545,6153.846153846154,6917.808219178082
2795,BUKIT TIMAH,2021-10,663500.0,483000.0,860000.0,533250.0,797750.0,6407.804793631565,5307.692307692308,7471.153846153846,5859.89010989011,6946.528619018776
2796,BUKIT TIMAH,2021-11,601500.0,422000.0,940000.0,495500.0,747250.0,6174.064805057956,5714.285714285715,7401.574803149606,5764.187866927593,6775.8744700181705
2797,BUKIT TIMAH,2021-12,620000.0,415000.0,1238000.0,471500.0,914300.0,5961.538461538462,5684.931506849315,8038.961038961039,5747.6290832455215,7343.959913326111
2798,BUKIT TIMAH,2022-01,590000.0,335000.0,1202000.0,425000.0,814000.0,6557.377049180328,5153.846153846154,8232.876712328767,6154.899894625922,7147.940074906367
2799,BUKIT TIMAH,2022-02,775500.0,450000.0,1120000.0,693750.0,862000.0,7456.7307692307695,6081.081081081081,7466.666666666667,7109.2125779625785,7462.820512820514
2800,BUKIT TIMAH,2022-03,825000.0,465000.0,1198000.0,551250.0,1102000.0,6851.196748457022,6283.783783783784,8205.479452054795,6351.1657261657265,7547.945205479452
2801,BUKIT TIMAH,2022-04,688000.0,555000.0,888000.0,560000.0,732888.0,6615.384615384615,6153.846153846154,7219.512195121952,6607.142857142857,7047.0
2802,BUKIT TIMAH,2022-05,840000.0,780000.0,900000.0,810000.0,870000.0,7377.049180327869,6885.245901639344,7500.0,7131.147540983607,7438.524590163935
2803,BUKIT TIMAH,2022-06,564000.0,368000.0,628000.0,488000.0,607000.0,6271.885417952833,5661.538461538462,7056.179775280899,5767.032967032967,6820.224719101123
2804,BUKIT TIMAH,2022-07,598444.0,456000.0,1120777.0,538750.0,801000.0,6979.467032967033,6153.846153846154,7676.554794520548,6301.510989010989,7333.958724202626
2805,BUKIT TIMAH,2022-08,494000.0,420000.0,773000.0,448500.0,590750.0,6049.074213457776,5753.424657534247,7432.692307692308,5806.48803251543,6563.652528977872
2806,BUKIT TIMAH,2022-09,743888.0,490000.0,1280000.0,562500.0,901500.0,7152.7692307692305,6153.846153846154,8767.123287671233,6328.079814921921,7389.344262295082
2807,BUKIT TIMAH,2022-10,845000.0,445000.0,1200000.0,673750.0,961416.66,7486.6015132408575,6846.153846153846,8219.17808219178,7195.385890587585,7935.240592686003
2808,BUKIT TIMAH,2022-11,838000.0,400000.0,1275000.0,590000.0,845000.0,6926.229508196721,5479.45205479452,8732.876712328767,6483.516483516483,8057.692307692308
2809,BUKIT TIMAH,2022-12,990000.0,588000.0,1300000.0,615000.0,1290800.0,8048.780487804878,5913.461538461538,8666.666666666666,6461.538461538462,8605.333333333334
2810,BUKIT TIMAH,2023-01,652500.0,465000.0,1288000.0,465000.0,952000.0,7223.393045310853,6369.86301369863,8363.636363636364,6369.86301369863,8148.601398601399
2811,BUKIT TIMAH,2023-02,681444.0,607888.0,755000.0,644666.0,718222.0,6969.851648351649,6680.087912087912,7259.615384615385,6824.96978021978,7114.733516483517
2812,BUKIT TIMAH,2023-03,772500.0,620000.0,813000.0,713750.0,803250.0,7427.884615384615,6966.29213483146,7817.307692307692,7114.169187554018,7723.557692307692
2813,BUKIT TIMAH,2023-04,642500.0,428000.0,985000.0,463250.0,853750.0,7274.778152730909,6506.8493150684935,7788.461538461538,6721.950424005218,7764.044518473653
2814,BUKIT TIMAH,2023-05,570000.0,450000.0,1210000.0,485000.0,998888.0,7500.0,6081.081081081081,8521.12676056338,6643.835616438356,7803.8125
2815,BUKIT TIMAH,2023-06,707500.0,445000.0,970000.0,576250.0,838750.0,6969.298245614034,5855.263157894737,8083.333333333333,6412.2807017543855,7526.315789473684
2816,BUKIT TIMAH,2023-07,1200000.0,600000.0,1248000.0,900000.0,1224000.0,8219.17808219178,6593.406593406594,8547.945205479453,7406.2923377991865,8383.561643835616
2817,BUKIT TIMAH,2023-08,1150000.0,470000.0,1210000.0,755000.0,1200000.0,8219.17808219178,6184.210526315789,8988.095238095239,7876.712328767123,8287.671232876712
2818,BUKIT TIMAH,2023-09,969000.0,795000.0,1210000.0,882000.0,1087500.0,8370.79326923077,6875.0,9527.55905511811,7783.954326923077,8896.910466582598
2819,BUKIT TIMAH,2023-10,794000.0,448168.0,1180000.0,640350.0,929500.0,7540.195460277428,6635.1648351648355,9218.75,6974.053846153846,8010.482345523329
2820,CENTRAL AREA,1990-01,69500.0,18700.0,228000.0,32750.0,100000.0,1056.1085972850678,456.0975609756098,1664.2335766423357,620.6854345165239,1204.8127177700349
2821,CENTRAL AREA,1990-02,71000.0,41500.0,157600.0,62500.0,140000.0,998.2114467408585,798.0769230769231,1445.8715596330276,899.579831932773,1326.9005224437574
2822,CENTRAL AREA,1990-03,63000.0,18500.0,205000.0,41000.0,85000.0,971.4285714285714,467.5,1507.3529411764705,576.9230769230769,1078.4313725490197
2823,CENTRAL AREA,1990-04,54000.0,19000.0,138000.0,36000.0,73000.0,833.3333333333334,492.3076923076923,1140.495867768595,620.6896551724138,932.2033898305085
2824,CENTRAL AREA,1990-05,63000.0,20000.0,142000.0,39900.0,82500.0,940.2985074626865,512.8205128205128,1342.4657534246576,698.7157237070462,1074.3361116495444
2825,CENTRAL AREA,1990-06,37550.0,19000.0,89000.0,30000.0,53575.0,682.1705426356589,475.0,1085.3658536585365,538.8392857142858,881.993006993007
2826,CENTRAL AREA,1990-07,61000.0,18700.0,157000.0,36500.0,74900.0,932.2033898305085,487.1794871794872,1414.4144144144145,667.1052631578947,1095.890410958904
2827,CENTRAL AREA,1990-08,65000.0,28000.0,135000.0,55290.0,94000.0,1000.0,528.3018867924528,1626.5060240963855,868.5720720720722,1138.9950044078755
2828,CENTRAL AREA,1990-09,47000.0,22000.0,74000.0,34450.0,60000.0,796.6101694915254,578.9473684210526,1104.4776119402984,692.2064777327935,962.1212121212121
2829,CENTRAL AREA,1990-10,57500.0,18700.0,82000.0,30000.0,74300.0,894.6731234866828,467.5,1223.8805970149253,516.5094339622642,1079.286494357481
2830,CENTRAL AREA,1990-11,60500.0,18700.0,140000.0,42675.0,82850.0,907.3333333333334,413.7931034482759,1686.7469879518073,706.7307692307692,1183.7238285144565
2831,CENTRAL AREA,1990-12,63500.0,19000.0,183000.0,42475.0,75000.0,959.1916558018254,430.7692307692308,2204.8192771084337,775.925925925926,1131.3892078071183
2832,CENTRAL AREA,1991-01,60000.0,20000.0,148000.0,39750.0,88750.0,890.1098901098901,444.44444444444446,1783.132530120482,720.2380952380952,1145.8125623130609
2833,CENTRAL AREA,1991-02,77000.0,19000.0,158000.0,51500.0,100500.0,965.0937297996121,463.4146341463415,1423.4234234234234,832.8173374613003,1245.703227499344
2834,CENTRAL AREA,1991-03,55790.0,24000.0,100000.0,43925.0,69500.0,868.7149321266968,413.7931034482759,1266.6666666666667,713.0050505050506,992.8571428571429
2835,CENTRAL AREA,1991-04,52000.0,20000.0,120000.0,41000.0,65000.0,881.3559322033898,526.3157894736842,1463.4146341463415,758.7144227694275,1064.7773279352227
2836,CENTRAL AREA,1991-05,64500.0,22000.0,230000.0,55500.0,87500.0,970.5882352941176,423.0769230769231,1703.7037037037037,793.3569979716025,1093.0021455685755
2837,CENTRAL AREA,1991-06,55000.0,23200.0,155000.0,25750.0,102500.0,864.4278606965174,414.2857142857143,1504.8543689320388,671.0526315789474,1258.4427767354596
2838,CENTRAL AREA,1991-07,55500.0,21000.0,232000.0,30000.0,67000.0,853.6585365853658,448.2758620689655,1645.3900709219859,666.6666666666666,1016.9491525423729
2839,CENTRAL AREA,1991-08,77000.0,27500.0,228000.0,50750.0,89500.0,1031.090860359153,517.2413793103449,1927.710843373494,836.8644067796611,1241.769095697981
2840,CENTRAL AREA,1991-09,52500.0,18700.0,150000.0,34375.0,72250.0,805.7965984033322,415.55555555555554,1408.3333333333333,605.8035714285714,1169.9757869249393
2841,CENTRAL AREA,1991-10,52500.0,19000.0,213000.0,30000.0,85750.0,807.6923076923077,475.0,1566.2650602409637,621.9298245614035,1267.7927927927929
2842,CENTRAL AREA,1991-11,61000.0,19000.0,100000.0,37625.0,66750.0,932.1266968325792,475.0,1343.2835820895523,723.0297157622739,1054.8507462686566
2843,CENTRAL AREA,1991-12,45000.0,19000.0,134000.0,33500.0,70000.0,846.1538461538462,487.1794871794872,1456.5217391304348,600.9615384615385,1018.4108527131782
2844,CENTRAL AREA,1992-01,65000.0,19000.0,140000.0,40300.0,75000.0,914.6341463414634,500.0,1686.7469879518073,760.377358490566,1083.3333333333333
2845,CENTRAL AREA,1992-02,71750.0,19000.0,140000.0,47125.0,101000.0,1078.1895240165181,487.1794871794872,1552.6315789473683,863.7820512820513,1364.8648648648648
2846,CENTRAL AREA,1992-03,64000.0,19000.0,175500.0,35000.0,107250.0,941.1764705882352,422.22222222222223,1682.9268292682927,693.6647955092221,1387.8930355568616
2847,CENTRAL AREA,1992-04,65000.0,24000.0,158000.0,46000.0,88750.0,939.692550256208,464.2857142857143,1440.366972477064,779.1275797373357,1110.8481980342192
2848,CENTRAL AREA,1992-05,65000.0,20000.0,134000.0,48750.0,111000.0,1083.3333333333333,465.1162790697674,1614.4578313253012,893.2692307692307,1367.6739926739929
2849,CENTRAL AREA,1992-06,73000.0,20000.0,91000.0,52500.0,81000.0,1046.5116279069769,512.8205128205128,1338.9830508474577,938.5369532428356,1150.6105834464042
2850,CENTRAL AREA,1992-07,70000.0,22000.0,85000.0,54950.0,78500.0,1012.1016538926986,564.1025641025641,1111.111111111111,859.5864661654135,1103.179908326967
2851,CENTRAL AREA,1992-08,70000.0,19000.0,168000.0,48500.0,94500.0,1000.0,475.0,2048.7804878048782,764.6474677259187,1262.531969309463
2852,CENTRAL AREA,1992-09,70000.0,20000.0,157000.0,55000.0,80000.0,1000.0,512.8205128205128,1879.5180722891566,892.8571428571429,1333.3333333333333
2853,CENTRAL AREA,1992-10,75000.0,26000.0,120600.0,50000.0,90000.0,1097.560975609756,550.0,1661.0169491525423,847.457627118644,1385.0746268656717
2854,CENTRAL AREA,1992-11,81000.0,25000.0,214000.0,32000.0,110000.0,1109.5890410958905,480.7692307692308,2609.756097560976,780.4878048780488,1339.0804597701149
2855,CENTRAL AREA,1992-12,70000.0,26000.0,162000.0,49500.0,99000.0,1067.9611650485438,551.8518518518518,1440.677966101695,792.3076923076924,1248.1340382522158
2856,CENTRAL AREA,1993-01,62000.0,18700.0,187000.0,52625.0,89375.0,1050.8474576271187,492.10526315789474,1747.6635514018692,835.9905020352782,1295.9582790091265
2857,CENTRAL AREA,1993-02,72000.0,19000.0,180000.0,57500.0,88250.0,986.0865165696939,475.0,2195.121951219512,846.1195361284567,1340.4605263157894
2858,CENTRAL AREA,1993-03,72500.0,26000.0,195000.0,56000.0,107200.0,1055.9251559251559,604.6511627906976,2119.5652173913045,931.6860465116279,1347.2467749641664
2859,CENTRAL AREA,1993-04,79000.0,41700.0,170000.0,65000.0,102000.0,1289.4736842105262,758.1818181818181,1910.112359550562,1000.0,1457.142857142857
2860,CENTRAL AREA,1993-05,83000.0,20000.0,200000.0,44250.0,103500.0,1293.3507170795306,465.1162790697674,2289.156626506024,816.0412757973734,1716.6666666666665
2861,CENTRAL AREA,1993-06,70000.0,30000.0,232000.0,48250.0,119000.0,1162.7906976744187,789.4736842105264,2274.5098039215686,895.1465201465202,1684.8544973544974
2862,CENTRAL AREA,1993-07,86000.0,39000.0,280000.0,60000.0,140000.0,1268.6567164179105,729.92700729927,2333.3333333333335,1016.9491525423729,1873.873873873874
2863,CENTRAL AREA,1993-08,100000.0,39000.0,222000.0,70000.0,130000.0,1428.5714285714287,945.9459459459459,2707.317073170732,1162.7906976744187,1762.7118644067796
2864,CENTRAL AREA,1993-09,105000.0,37000.0,230000.0,51750.0,116500.0,1689.8148148148148,902.439024390244,2110.091743119266,1184.6153846153845,1858.8362068965516
2865,CENTRAL AREA,1993-10,123000.0,45000.0,345000.0,90000.0,157000.0,1730.7692307692307,865.3846153846154,2555.5555555555557,1551.7241379310344,1951.219512195122
2866,CENTRAL AREA,1993-11,107500.0,39000.0,255000.0,85000.0,147000.0,1722.457627118644,742.1875,2987.8048780487807,1373.4347048300535,2071.989966555184
2867,CENTRAL AREA,1993-12,72500.0,36000.0,262000.0,48750.0,151250.0,1337.2093023255813,849.0566037735849,3011.4942528735633,1019.2307692307693,2156.25
2868,CENTRAL AREA,1994-01,110000.0,30000.0,365000.0,57000.0,170000.0,1703.2967032967033,789.4736842105264,3072.289156626506,1173.076923076923,2033.8983050847457
2869,CENTRAL AREA,1994-02,132500.0,45000.0,248000.0,96625.0,185000.0,1953.252032520325,1125.0,2987.9518072289156,1584.8030018761724,2297.222222222222
2870,CENTRAL AREA,1994-03,110000.0,45000.0,240000.0,93750.0,120750.0,1657.0378151260504,1000.0,2831.1688311688313,1416.8233082706768,2000.0
2871,CENTRAL AREA,1994-04,88500.0,40000.0,277000.0,51000.0,118250.0,1584.685598377282,962.2641509433962,3378.048780487805,1184.6695226438187,1903.8690476190477
2872,CENTRAL AREA,1994-05,110000.0,55000.0,180000.0,99000.0,154000.0,1800.0,1037.037037037037,2166.6666666666665,1624.4669509594883,2081.3614852566434
2873,CENTRAL AREA,1994-06,115000.0,46000.0,330000.0,100000.0,128000.0,1694.915254237288,836.3636363636364,2340.425531914894,1554.054054054054,2000.0
2874,CENTRAL AREA,1994-07,103500.0,47000.0,240000.0,66500.0,127500.0,1642.3240938166311,1205.128205128205,2376.237623762376,1500.0,2099.3001930501932
2875,CENTRAL AREA,1994-08,130000.0,45000.0,340000.0,68000.0,198000.0,1911.764705882353,1162.7906976744187,3181.818181818182,1641.025641025641,2283.582089552239
2876,CENTRAL AREA,1994-09,133000.0,50000.0,250000.0,100000.0,160250.0,1967.6198486122792,1250.0,2621.951219512195,1583.8998211091234,2273.3306105779047
2877,CENTRAL AREA,1994-10,137000.0,45000.0,252000.0,109250.0,167500.0,1872.161480235492,1184.2105263157894,3090.909090909091,1691.2339971550498,2324.9007936507937
2878,CENTRAL AREA,1994-11,152000.0,45500.0,320000.0,105000.0,205000.0,2228.2608695652175,1109.7560975609756,3764.705882352941,1567.1641791044776,2500.0
2879,CENTRAL AREA,1994-12,130000.0,44000.0,292000.0,100000.0,170000.0,2133.3333333333335,1157.8947368421052,3560.9756097560976,1644.0677966101696,2222.222222222222
2880,CENTRAL AREA,1995-01,139000.0,62000.0,285000.0,89000.0,180000.0,2090.0383141762454,1169.811320754717,3433.734939759036,1463.7020741671904,2220.1923076923076
2881,CENTRAL AREA,1995-02,117500.0,56000.0,280000.0,97250.0,133500.0,1958.3333333333335,1302.3255813953488,2568.8073394495414,1640.9883720930234,2262.7118644067796
2882,CENTRAL AREA,1995-03,133944.0,58000.0,436800.0,114750.0,171250.0,2171.455146754857,1315.7894736842106,3211.764705882353,1851.4419428282317,2398.305084745763
2883,CENTRAL AREA,1995-04,135000.0,48000.0,440000.0,112500.0,166000.0,1986.3013698630136,1263.157894736842,3425.974025974026,1824.4755244755245,2439.0243902439024
2884,CENTRAL AREA,1995-05,140000.0,55000.0,300000.0,109600.0,184250.0,2035.862785862786,1279.0697674418604,3170.731707317073,1711.3175675675675,2483.407079646018
2885,CENTRAL AREA,1995-06,158000.0,60000.0,330000.0,146500.0,224000.0,2475.609756097561,1500.0,3793.103448275862,2212.9973474801063,2597.962991758669
2886,CENTRAL AREA,1995-07,150000.0,57000.0,450000.0,130000.0,210000.0,2352.9411764705883,1425.0,3795.1807228915663,1974.3589743589744,2583.3333333333335
2887,CENTRAL AREA,1995-08,147000.0,55000.0,223000.0,89000.0,155000.0,2222.222222222222,1264.1509433962265,2669.491525423729,1860.4651162790697,2461.5384615384614
2888,CENTRAL AREA,1995-09,141500.0,55000.0,295000.0,76000.0,177250.0,2118.4931506849316,1111.111111111111,3554.2168674698796,1858.6762075134168,2649.929378531074
2889,CENTRAL AREA,1995-10,169000.0,56800.0,340000.0,140500.0,189500.0,2593.677555321391,1384.6153846153845,4146.341463414634,2377.9202931745303,2826.492537313433
2890,CENTRAL AREA,1995-11,170000.0,66000.0,410000.0,145000.0,270000.0,2686.5671641791046,1692.3076923076924,4146.341463414634,2142.8571428571427,3120.3703703703704
2891,CENTRAL AREA,1995-12,167000.0,60000.0,466000.0,125250.0,243250.0,2580.2861685214625,1538.4615384615386,3841.4634146341464,1987.0582120582121,3013.970588235294
2892,CENTRAL AREA,1996-01,173000.0,66000.0,480000.0,137000.0,196000.0,2716.226321036889,1388.888888888889,3608.695652173913,2264.9725274725274,3007.980631276901
2893,CENTRAL AREA,1996-02,173000.0,62000.0,465000.0,99000.0,185000.0,2604.6511627906975,1538.4615384615386,3963.4146341463415,2150.972590627763,2848.1735159817354
2894,CENTRAL AREA,1996-03,195000.0,75000.0,345000.0,170000.0,320000.0,3050.8474576271187,1744.1860465116279,4182.926829268293,2672.4137931034484,3435.294117647059
2895,CENTRAL AREA,1996-04,186750.0,63800.0,386000.0,140750.0,246250.0,2918.5897435897436,1370.3703703703704,4650.6024096385545,2460.973904939422,3265.850596359071
2896,CENTRAL AREA,1996-05,188000.0,80000.0,350000.0,155000.0,236000.0,2764.705882352941,1500.0,3933.3333333333335,2461.5384615384614,3375.0
2897,CENTRAL AREA,1996-06,190000.0,75000.0,285000.0,159500.0,208000.0,2785.714285714286,1363.6363636363637,4250.0,2444.15081042988,3071.794871794872
2898,CENTRAL AREA,1996-07,226000.0,94000.0,425000.0,190500.0,321500.0,3298.507462686567,2327.5862068965516,5182.926829268293,3090.6292749658005,3555.879140880961
2899,CENTRAL AREA,1996-08,220000.0,81500.0,402000.0,131000.0,294000.0,3033.3333333333335,1509.2592592592594,4902.4390243902435,2641.611295681063,3722.202295552367
2900,CENTRAL AREA,1996-09,213500.0,83000.0,348000.0,171250.0,229500.0,3120.833333333333,1509.090909090909,3878.048780487805,2675.8241758241757,3412.7002553981893
2901,CENTRAL AREA,1996-10,222000.0,75000.0,365000.0,110300.0,237750.0,3250.19305019305,1754.7169811320755,4397.590361445783,2486.6279069767443,3729.445990387048
2902,CENTRAL AREA,1996-11,233000.0,93000.0,550000.0,202500.0,254000.0,3500.0,2325.0,4817.073170731707,3245.9625322997417,3768.1893344357172
2903,CENTRAL AREA,1996-12,225000.0,92500.0,400000.0,202500.0,268750.0,3343.4959349593496,1681.8181818181818,4878.048780487805,2679.816513761468,3662.32073011734
2904,CENTRAL AREA,1997-01,227500.0,87000.0,418000.0,135750.0,251250.0,3354.1021671826625,1867.9245283018868,5097.5609756097565,2903.610771113831,3704.3868394815554
2905,CENTRAL AREA,1997-02,228900.0,87000.0,535000.0,125250.0,332000.0,3192.9250269687163,2230.769230769231,5542.168674698795,2664.4736842105262,3731.4609850581073
2906,CENTRAL AREA,1997-03,222000.0,96000.0,420000.0,199000.0,238000.0,3552.2388059701493,2461.5384615384614,5060.240963855422,3247.7840451248994,3865.819209039548
2907,CENTRAL AREA,1997-04,206500.0,95000.0,581000.0,125000.0,246500.0,3270.3033268101763,2250.0,4518.0722891566265,2687.019230769231,3835.2941176470586
2908,CENTRAL AREA,1997-05,235000.0,100000.0,512000.0,151000.0,377500.0,3550.0,1836.3636363636363,4878.048780487805,2807.881773399015,3792.235801581596
2909,CENTRAL AREA,1997-06,232000.0,77000.0,405000.0,134000.0,269000.0,3372.093023255814,1974.3589743589744,4879.518072289156,2902.9322548028313,3853.534053868588
2910,CENTRAL AREA,1997-07,217500.0,90000.0,409888.0,113250.0,289250.0,3276.8604220659017,2094.3396226415093,4938.409638554217,2460.5263157894738,3828.575676479334
2911,CENTRAL AREA,1997-08,226800.0,92000.0,535000.0,213750.0,314000.0,3351.6483516483518,2421.0526315789475,4457.831325301205,3000.0,3746.3218390804595
2912,CENTRAL AREA,1997-09,224000.0,195000.0,412888.0,212375.0,252250.0,3608.333333333333,2600.0,5035.219512195122,3233.5574872888305,3757.415254237288
2913,CENTRAL AREA,1997-10,223000.0,91000.0,405000.0,210000.0,282500.0,3390.243902439024,1685.1851851851852,4655.172413793103,2944.078947368421,3728.1771501925546
2914,CENTRAL AREA,1997-11,225000.0,100000.0,405000.0,190500.0,316500.0,3308.823529411765,1818.1818181818182,4879.518072289156,2915.8336418610393,3819.5025313669385
2915,CENTRAL AREA,1997-12,212000.0,98000.0,375000.0,170500.0,312900.0,3157.8947368421054,2551.7241379310344,4518.0722891566265,2890.229885057471,3403.5714285714284
2916,CENTRAL AREA,1998-01,205000.0,88000.0,365000.0,167000.0,277500.0,3135.593220338983,1692.3076923076924,4451.219512195122,2727.24039829303,3406.779661016949
2917,CENTRAL AREA,1998-02,200000.0,115000.0,370000.0,189375.0,223250.0,3172.316384180791,2211.5384615384614,4512.195121951219,2695.130475302889,3452.4119947848762
2918,CENTRAL AREA,1998-03,204000.0,90000.0,341088.0,182250.0,255000.0,3211.5162177020343,1886.7924528301887,3920.731707317073,2613.219094247246,3498.49836184929
2919,CENTRAL AREA,1998-04,180500.0,90000.0,398000.0,162500.0,209500.0,2841.324200913242,1716.9811320754718,3666.6666666666665,2542.8031242251427,3020.6422018348626
2920,CENTRAL AREA,1998-05,190000.0,86000.0,475000.0,160000.0,192500.0,2938.4615384615386,1592.5925925925926,3841.4634146341464,2666.6666666666665,3169.491525423729
2921,CENTRAL AREA,1998-06,179000.0,73000.0,328000.0,144500.0,195750.0,2762.8205128205127,1888.888888888889,3620.779220779221,2373.3520105471325,2982.9920166608817
2922,CENTRAL AREA,1998-07,179000.0,75000.0,445000.0,129750.0,259000.0,2713.9303482587065,1755.5555555555557,4216.8674698795185,2223.0769230769233,3110.169491525424
2923,CENTRAL AREA,1998-08,184000.0,69500.0,458000.0,151000.0,253250.0,2879.3438376861645,1544.4444444444443,4304.878048780488,2319.2307692307695,3156.779661016949
2924,CENTRAL AREA,1998-09,178500.0,80000.0,338000.0,144000.0,227250.0,2759.6557853910795,1554.4074074074074,4121.951219512195,2395.449077786688,2882.6492537313434
2925,CENTRAL AREA,1998-10,189000.0,70000.0,445000.0,169125.0,204000.0,2825.0533049040514,1555.5555555555557,4168.674698795181,2320.899666790078,2948.419666374012
2926,CENTRAL AREA,1998-11,170000.0,68000.0,338000.0,155000.0,245000.0,2583.3333333333335,1789.4736842105262,4072.289156626506,2333.3333333333335,2827.5862068965516
2927,CENTRAL AREA,1998-12,175000.0,60000.0,410000.0,159500.0,185400.0,2688.235294117647,731.7073170731708,3682.9268292682927,2512.3626373626375,2791.2820512820513
2928,CENTRAL AREA,1999-01,175000.0,77000.0,350000.0,162850.0,198250.0,2678.932921598902,1425.9259259259259,3841.4634146341464,2407.350782778865,2790.536723163842
2929,CENTRAL AREA,1999-02,168000.0,92000.0,435000.0,161000.0,185000.0,2728.813559322034,1703.7037037037037,3879.5180722891564,2243.2432432432433,2816.6666666666665
2930,CENTRAL AREA,1999-03,177000.0,75000.0,320000.0,145500.0,224500.0,2644.628099173554,1442.3076923076924,3682.9268292682927,2270.689655172414,2745.516158360195
2931,CENTRAL AREA,1999-04,158000.0,74000.0,325000.0,143750.0,175000.0,2455.8823529411766,1370.3703703703704,3963.4146341463415,2166.125541125541,2765.9360997467365
2932,CENTRAL AREA,1999-05,169000.0,122000.0,305000.0,156625.0,237875.0,2562.5856796372454,2076.923076923077,3719.512195121951,2240.0793650793653,2869.1176470588234
2933,CENTRAL AREA,1999-06,169500.0,71500.0,402000.0,144000.0,187750.0,2622.0338983050847,1345.4545454545455,3142.8571428571427,2154.9227799227797,2834.4333333333334
2934,CENTRAL AREA,1999-07,173000.0,82000.0,418000.0,157500.0,250500.0,2800.8474576271187,1547.1698113207547,3714.285714285714,2338.3056133056134,2945.555420070723
2935,CENTRAL AREA,1999-08,189000.0,71000.0,425000.0,159125.0,251250.0,2785.9754071119974,1592.5925925925926,4036.144578313253,2350.6410256410254,2981.0975609756097
2936,CENTRAL AREA,1999-09,175500.0,81000.0,340000.0,102000.0,196250.0,2575.7069913589944,1584.9056603773586,4146.341463414634,2258.6171096345515,3016.9491525423728
2937,CENTRAL AREA,1999-10,195000.0,81000.0,355000.0,136000.0,310000.0,2910.4477611940297,1622.6415094339623,4268.292682926829,2385.964912280702,3256.880733944954
2938,CENTRAL AREA,1999-11,200000.0,81000.0,399000.0,181500.0,263750.0,3023.3644859813085,1679.245283018868,4807.22891566265,2765.826356024754,3291.2087912087914
2939,CENTRAL AREA,1999-12,187500.0,84000.0,328000.0,170250.0,209500.0,2683.0318690783806,1603.7735849056603,3939.0243902439024,2471.153846153846,3095.8333333333335
2940,CENTRAL AREA,2000-01,190000.0,170000.0,330000.0,175000.0,200000.0,2651.5151515151515,1931.8181818181818,3795.1807228915663,2565.7894736842104,2972.972972972973
2941,CENTRAL AREA,2000-02,185000.0,123500.0,348000.0,164500.0,197500.0,2567.5675675675675,2073.0337078651687,4243.90243902439,2252.612330198537,3101.271186440678
2942,CENTRAL AREA,2000-03,200000.0,88000.0,345000.0,172500.0,288750.0,3004.4865403788635,1660.377358490566,4207.317073170731,2465.3846153846152,3321.1203021039382
2943,CENTRAL AREA,2000-04,224500.0,120000.0,340000.0,204750.0,278500.0,3221.3075060532688,2142.8571428571427,3831.1688311688313,3027.212389380531,3482.5174825174827
2944,CENTRAL AREA,2000-05,205000.0,95000.0,408000.0,188000.0,218000.0,3029.660639529705,1727.2727272727273,4915.6626506024095,2669.9695121951218,3305.750658472344
2945,CENTRAL AREA,2000-06,197500.0,82000.0,435000.0,177750.0,253750.0,2859.196663740123,1301.5873015873017,4219.512195121952,2495.352564102564,3134.663120567376
2946,CENTRAL AREA,2000-07,200000.0,76000.0,470000.0,151250.0,253500.0,2932.2033898305085,1433.9622641509434,4337.349397590361,2318.6063218390805,3180.2525832376577
2947,CENTRAL AREA,2000-08,215000.0,79000.0,378000.0,177000.0,309250.0,2882.3529411764707,1755.5555555555557,4344.827586206897,2779.3621013133206,3262.343404568902
2948,CENTRAL AREA,2000-09,192500.0,154000.0,360000.0,182250.0,302250.0,2935.7798165137615,2461.5384615384614,4390.243902439024,2791.6666666666665,3072.0338983050847
2949,CENTRAL AREA,2000-10,196500.0,95000.0,344000.0,178000.0,216250.0,2911.106233538191,1826.923076923077,4195.121951219512,2725.636523266023,3198.5294117647063
2950,CENTRAL AREA,2000-11,188000.0,126000.0,345000.0,174400.0,210000.0,2942.8571428571427,2076.923076923077,4156.626506024097,2701.801801801802,3126.620139581256
2951,CENTRAL AREA,2000-12,179000.0,94000.0,323000.0,171000.0,205000.0,2957.6271186440677,1773.5849056603774,3510.8695652173915,2342.4657534246576,3033.898305084746
2952,CENTRAL AREA,2001-01,185000.0,113000.0,345000.0,178000.0,261500.0,2924.823529411765,1441.6666666666667,4156.626506024097,2613.368983957219,3194.915254237288
