town,month,resale_price_median,resale_price_min,resale_price_max,resale_price_quantile_25,resale_price_quantile_75,price_per_sqm_median,price_per_sqm_min,price_per_sqm_max,price_per_sqm_quantile_25,price_per_sqm_quantile_75
SENGKANG,1990-01,55000.0,52000.0,58000.0,53500.0,56500.0,597.8260869565217,565.2173913043479,630.4347826086956,581.5217391304348,614.1304347826087
SENGKANG,1990-02,53000.0,53000.0,53000.0,53000.0,53000.0,576.0869565217391,576.0869565217391,576.0869565217391,576.0869565217391,576.0869565217391
SENGKANG,1990-04,30000.0,27300.0,42000.0,29325.0,33000.0,447.76119402985074,407.46268656716416,617.6470588235294,437.6865671641791,490.2326602282704
SENGKANG,1990-05,30000.0,30000.0,30000.0,30000.0,30000.0,441.1764705882353,441.1764705882353,441.1764705882353,441.1764705882353,441.1764705882353
SENGKANG,1990-06,47000.0,30000.0,72000.0,36750.0,59250.0,585.6777493606138,441.1764705882353,782.6086956521739,540.4411764705882,644.0217391304348
SENGKANG,1990-08,30000.0,30000.0,30000.0,30000.0,30000.0,441.1764705882353,441.1764705882353,441.1764705882353,441.1764705882353,441.1764705882353
SENGKANG,1990-09,42000.0,42000.0,42000.0,42000.0,42000.0,617.6470588235294,617.6470588235294,617.6470588235294,617.6470588235294,617.6470588235294
SENGKANG,1990-11,33000.0,31000.0,39000.0,32000.0,36000.0,455.88235294117646,402.4390243902439,573.5294117647059,429.16068866571015,514.7058823529412
SENGKANG,1990-12,42000.0,42000.0,42000.0,42000.0,42000.0,617.6470588235294,617.6470588235294,617.6470588235294,617.6470588235294,617.6470588235294
SENGKANG,1991-01,30000.0,30000.0,30000.0,30000.0,30000.0,441.1764705882353,441.1764705882353,441.1764705882353,441.1764705882353,441.1764705882353
SENGKANG,1991-03,38400.0,38400.0,38400.0,38400.0,38400.0,573.1343283582089,573.1343283582089,573.1343283582089,573.1343283582089,573.1343283582089
SENGKANG,1991-04,42000.0,42000.0,42000.0,42000.0,42000.0,617.6470588235294,617.6470588235294,617.6470588235294,617.6470588235294,617.6470588235294
SENGKANG,1991-05,40500.0,39000.0,42000.0,39750.0,41250.0,595.5882352941176,573.5294117647059,617.6470588235294,584.5588235294117,606.6176470588235
SENGKANG,1991-09,38000.0,38000.0,38000.0,38000.0,38000.0,567.1641791044776,567.1641791044776,567.1641791044776,567.1641791044776,567.1641791044776
SENGKANG,1991-10,38400.0,36000.0,42000.0,37200.0,40200.0,573.1343283582089,529.4117647058823,617.6470588235294,551.2730465320456,595.3906935908692
SENGKANG,1991-11,40000.0,37000.0,80500.0,38500.0,60250.0,588.2352941176471,552.2388059701492,875.0,570.2370500438981,731.6176470588235
SENGKANG,1992-01,35000.0,35000.0,35000.0,35000.0,35000.0,514.7058823529412,514.7058823529412,514.7058823529412,514.7058823529412,514.7058823529412
SENGKANG,1992-04,50000.0,44500.0,76000.0,47250.0,63000.0,735.2941176470588,664.179104477612,826.0869565217391,699.7366110623354,780.690537084399
SENGKANG,1992-05,42000.0,42000.0,42000.0,42000.0,42000.0,617.6470588235294,617.6470588235294,617.6470588235294,617.6470588235294,617.6470588235294
SENGKANG,1992-06,42000.0,42000.0,42000.0,42000.0,42000.0,617.6470588235294,617.6470588235294,617.6470588235294,617.6470588235294,617.6470588235294
SENGKANG,1992-08,38200.0,38200.0,38200.0,38200.0,38200.0,570.1492537313433,570.1492537313433,570.1492537313433,570.1492537313433,570.1492537313433
SENGKANG,1992-10,60000.0,60000.0,60000.0,60000.0,60000.0,652.1739130434783,652.1739130434783,652.1739130434783,652.1739130434783,652.1739130434783
SENGKANG,1992-12,60000.0,60000.0,60000.0,60000.0,60000.0,652.1739130434783,652.1739130434783,652.1739130434783,652.1739130434783,652.1739130434783
SENGKANG,1993-02,38000.0,38000.0,38000.0,38000.0,38000.0,558.8235294117648,558.8235294117648,558.8235294117648,558.8235294117648,558.8235294117648
SENGKANG,1993-04,41500.0,40000.0,43000.0,40750.0,42250.0,614.6839332748025,597.0149253731344,632.3529411764706,605.8494293239685,623.5184372256365
SENGKANG,1993-07,40000.0,40000.0,40000.0,40000.0,40000.0,597.0149253731344,597.0149253731344,597.0149253731344,597.0149253731344,597.0149253731344
SENGKANG,1993-08,68000.0,68000.0,68000.0,68000.0,68000.0,1000.0,1000.0,1000.0,1000.0,1000.0
SENGKANG,1993-11,80000.0,58000.0,105000.0,69000.0,92500.0,1141.304347826087,852.9411764705883,1176.4705882352941,997.1227621483376,1158.8874680306906
SENGKANG,1994-01,51000.0,51000.0,51000.0,51000.0,51000.0,750.0,750.0,750.0,750.0,750.0
SENGKANG,1994-03,70000.0,70000.0,70000.0,70000.0,70000.0,1029.4117647058824,1029.4117647058824,1029.4117647058824,1029.4117647058824,1029.4117647058824
SENGKANG,1994-04,57000.0,39000.0,75000.0,48000.0,66000.0,838.2352941176471,573.5294117647059,1102.9411764705883,705.8823529411765,970.5882352941177
SENGKANG,1994-06,125000.0,125000.0,125000.0,125000.0,125000.0,1358.695652173913,1358.695652173913,1358.695652173913,1358.695652173913,1358.695652173913
SENGKANG,1994-07,72000.0,72000.0,72000.0,72000.0,72000.0,1074.6268656716418,1074.6268656716418,1074.6268656716418,1074.6268656716418,1074.6268656716418
SENGKANG,1994-08,79000.0,79000.0,79000.0,79000.0,79000.0,1161.764705882353,1161.764705882353,1161.764705882353,1161.764705882353,1161.764705882353
SENGKANG,1995-04,88000.0,88000.0,88000.0,88000.0,88000.0,1294.1176470588234,1294.1176470588234,1294.1176470588234,1294.1176470588234,1294.1176470588234
