town,month,storey_range,resale_price_median,resale_price_min,resale_price_max,resale_price_quantile_25,resale_price_quantile_75,price_per_sqm_median,price_per_sqm_min,price_per_sqm_max,price_per_sqm_quantile_25,price_per_sqm_quantile_75
BUKIT BATOK,2005-01,high,219000.0,150000.0,475000.0,180250.0,307250.0,2502.924318633758,1961.1650485436894,3298.6111111111113,2238.995769540693,2834.841694796881
BUKIT BATOK,2005-02,high,195500.0,135000.0,375000.0,160222.0,263250.0,2369.1420331651043,1893.2038834951456,3177.9661016949153,2274.398395721925,2658.698630136986
BUKIT BATOK,2005-03,high,250000.0,132000.0,455000.0,189050.0,294500.0,2565.3846153846152,2032.7868852459017,3159.722222222222,2296.0095294818343,2732.7638804148874
BUKIT BATOK,2005-04,high,257000.0,140000.0,395000.0,226500.0,347500.0,2446.808510638298,2058.823529411765,3250.0,2384.308510638298,2664.3463309113095
BUKIT BATOK,2005-05,high,205000.0,151000.0,469000.0,164000.0,285000.0,2373.134328358209,2038.8349514563106,3256.9444444444443,2193.548387096774,2598.0392156862745
BUKIT BATOK,2005-06,high,262000.0,145000.0,445000.0,200000.0,347000.0,2433.3333333333335,2087.378640776699,3090.277777777778,2228.271645736946,2644.181173436493
BUKIT BATOK,2005-07,high,193000.0,137000.0,398000.0,164000.0,269000.0,2432.8358208955224,2028.0388349514562,2923.913043478261,2352.9411764705883,2676.470588235294
BUKIT BATOK,2005-08,high,252000.0,141500.0,386000.0,168250.0,295000.0,2449.6644295302012,2028.9256198347107,3135.593220338983,2344.551282051282,2732.5684024713155
BUKIT BATOK,2005-09,high,230000.0,149000.0,354000.0,162500.0,291750.0,2432.8358208955224,2022.4719101123596,2739.1304347826085,2241.666666666667,2609.7593582887703
BUKIT BATOK,2005-10,high,202000.0,134000.0,389000.0,167500.0,249500.0,2285.714285714286,1949.21875,3324.7863247863247,2203.883495145631,2431.5068493150684
BUKIT BATOK,2005-11,high,223500.0,152000.0,435000.0,168000.0,311125.0,2407.181708299758,2009.7087378640776,3237.5,2320.101619561766,2571.3491295938106
BUKIT BATOK,2005-12,high,290000.0,146000.0,380000.0,166000.0,335999.5,2500.0,2049.586776859504,3068.627450980392,2304.335465529495,2638.146722517831
BUKIT BATOK,2006-01,high,205400.0,140000.0,361000.0,167250.0,300875.0,2343.918010752688,2077.5193798449613,2980.0,2213.632750397456,2438.5644205849685
BUKIT BATOK,2006-02,high,233000.0,157000.0,355000.0,169000.0,332500.0,2393.103448275862,2090.909090909091,2834.710743801653,2293.5420743639925,2494.9547304798325
BUKIT BATOK,2006-03,high,238000.0,138000.0,433800.0,174000.0,300000.0,2333.3333333333335,2029.4117647058824,3012.5,2230.2158273381297,2506.849315068493
BUKIT BATOK,2006-04,high,254000.0,130000.0,383000.0,167000.0,331000.0,2456.5126050420167,2166.6666666666665,3237.2881355932204,2315.344011649072,2583.1514302469536
BUKIT BATOK,2006-05,high,266750.0,148000.0,468000.0,172850.0,291250.0,2453.4850230414745,2131.1475409836066,3110.169491525424,2309.7174657534247,2787.411764705882
BUKIT BATOK,2006-06,high,261000.0,157000.0,405000.0,180000.0,333000.0,2470.5882352941176,1941.7475728155339,2913.0434782608695,2370.6731477389894,2666.812993854258
BUKIT BATOK,2006-07,high,214000.0,140000.0,495000.0,163000.0,358000.0,2431.654676258993,2058.823529411765,3139.5348837209303,2260.27397260274,2857.1428571428573
BUKIT BATOK,2006-08,high,230000.0,150000.0,398000.0,168000.0,328000.0,2418.9189189189187,1990.2912621359224,2934.782608695652,2323.529411764706,2602.7397260273974
BUKIT BATOK,2006-09,high,214000.0,143000.0,425000.0,163050.0,331000.0,2460.488652627275,2072.463768115942,3050.8474576271187,2308.6677814938685,2628.481107933163
BUKIT BATOK,2006-10,high,285000.0,133000.0,389500.0,195000.0,332000.0,2496.2406015037595,1989.795918367347,3112.2448979591836,2425.373134328358,2630.1369863013697
BUKIT BATOK,2006-11,high,274750.0,143000.0,435000.0,169875.75,351000.0,2557.8473945409432,2072.463768115942,3389.830508474576,2295.51665799063,2768.8482417760492
BUKIT BATOK,2006-12,high,185500.0,145000.0,470000.0,167375.0,336750.0,2385.810672664077,1882.9787234042553,3357.1428571428573,2270.1346244685874,2558.2022818378045
BUKIT BATOK,2007-01,high,258000.0,138000.0,405000.0,202000.0,297000.0,2510.204081632653,1961.1650485436894,3633.3333333333335,2301.3698630136987,2666.6666666666665
BUKIT BATOK,2007-02,high,221500.0,129200.0,380000.0,173750.0,308750.0,2390.101201771031,2087.378640776699,3444.4444444444443,2226.027397260274,2664.7157190635453
BUKIT BATOK,2007-03,high,252000.0,150000.0,445000.0,174000.0,306000.0,2438.095238095238,2004.8543689320388,3201.438848920863,2291.2040374909875,2713.1509267431597
BUKIT BATOK,2007-04,high,185000.0,135000.0,535000.0,169500.0,324000.0,2462.686567164179,1868.6868686868686,3411.764705882353,2308.219178082192,2747.5728155339802
BUKIT BATOK,2007-05,high,268000.0,135000.0,385000.0,176000.0,355000.0,2576.923076923077,1946.8085106382978,3072.7272727272725,2323.529411764706,2773.109243697479
BUKIT BATOK,2007-06,high,288000.0,148000.0,410000.0,210000.0,356000.0,2843.1372549019607,2312.5,4000.0,2477.6119402985073,3083.3333333333335
BUKIT BATOK,2007-07,high,253900.0,159000.0,480000.0,180000.0,383500.0,2567.8124528870794,2090.1639344262294,4311.111111111111,2373.27104668174,2976.610767872904
BUKIT BATOK,2007-08,high,317000.0,154500.0,488000.0,184000.0,382500.0,2759.0361445783133,2120.0,4277.777777777777,2587.0841487279845,3402.7777777777774
BUKIT BATOK,2007-09,high,260000.0,149000.0,532000.0,175000.0,363000.0,2733.3333333333335,2131.1475409836066,4222.222222222223,2485.294117647059,3137.2549019607845
BUKIT BATOK,2007-10,high,318000.0,130000.0,510000.0,205000.0,430000.0,3041.095890410959,1911.764705882353,4722.222222222223,2699.433656957929,3453.0728996404055
BUKIT BATOK,2007-11,high,304400.0,155000.0,535000.0,197250.0,373250.0,2905.709317490219,2010.1010101010102,4863.636363636364,2702.205882352941,3114.9331529524115
BUKIT BATOK,2007-12,high,337000.0,181000.0,560000.0,273500.0,450000.0,3164.179104477612,2504.0,5090.909090909091,2889.644012944984,3683.1450094161955
BUKIT BATOK,2008-01,high,347500.0,180000.0,562000.0,310250.0,377000.0,3503.3686669062163,2285.714285714286,4823.008849557522,3026.912823247134,3888.4027266028
BUKIT BATOK,2008-02,high,347500.0,153000.0,550000.0,226822.0,457500.0,3481.554677206851,2522.0588235294117,5111.111111111111,3035.072522159549,3831.1072218128224
BUKIT BATOK,2008-03,high,355500.0,160000.0,493000.0,249750.0,377000.0,3497.3262032085563,2500.0,4388.888888888889,2999.3490320389446,3913.0434782608695
BUKIT BATOK,2008-04,high,360000.0,190000.0,571000.0,267000.0,437000.0,3719.00826446281,2643.8356164383563,5190.909090909091,3236.4849915185487,3988.8080324244656
BUKIT BATOK,2008-05,high,350000.0,192000.0,525000.0,235000.0,400000.0,3398.0582524271845,2281.5533980582522,5244.444444444444,3082.1917808219177,3813.5593220338983
BUKIT BATOK,2008-06,high,345000.0,174000.0,576000.0,278250.0,439500.0,3545.4545454545455,2659.574468085106,5333.333333333333,3199.8381877022653,4093.599033816425
BUKIT BATOK,2008-07,high,363000.0,196000.0,620000.0,254250.0,458750.0,3429.901960784314,2809.9173553719006,5200.0,3128.1800391389434,3862.312173913044
BUKIT BATOK,2008-08,high,406000.0,205000.0,542000.0,357000.0,459750.0,3883.850222382498,2553.3980582524273,5277.777777777777,3436.3917194896894,4223.4654731457795
BUKIT BATOK,2008-09,high,375000.0,162000.0,600000.0,280000.0,435000.0,3663.366336633663,2531.25,5072.727272727273,3373.4939759036147,4076.086956521739
BUKIT BATOK,2008-10,high,382000.0,210000.0,585000.0,324500.0,471500.0,3676.470588235294,3126.21359223301,5311.111111111111,3500.0,4323.309178743961
BUKIT BATOK,2008-11,high,382000.0,222000.0,590000.0,326000.0,480000.0,3605.769230769231,2635.135135135135,4955.7522123893805,3300.9611650485435,3846.153846153846
BUKIT BATOK,2008-12,high,390000.0,195000.0,520000.0,347750.0,420500.0,3898.1389165835826,2833.3333333333335,5222.222222222223,3320.476190476191,4427.666835187058
BUKIT BATOK,2009-01,high,264000.0,200000.0,503000.0,232000.0,403000.0,3553.3843674456084,3095.890410958904,5522.222222222223,3333.3333333333335,3858.2052958483164
BUKIT BATOK,2009-02,high,315000.0,200000.0,520000.0,239750.0,397500.0,3317.3515981735163,2524.2718446601943,5244.444444444444,3099.7473068227155,3587.479524979525
BUKIT BATOK,2009-03,high,289000.0,230000.0,503000.0,249250.0,378000.0,3455.8823529411766,2791.26213592233,4400.0,3217.515627078069,3670.567894666844
BUKIT BATOK,2009-04,high,368000.0,230000.0,485000.0,254250.0,392250.0,3631.862977602108,3022.3880597014927,4311.111111111111,3409.748166597482,3855.4347826086955
BUKIT BATOK,2009-05,high,378500.0,235000.0,575000.0,316500.0,436500.0,3611.9402985074626,2990.2912621359224,5202.727272727273,3376.1290322580644,4092.1822742474915
BUKIT BATOK,2009-06,high,384500.0,193000.0,526000.0,260500.0,437000.0,3558.1492040864814,2650.4854368932038,4781.818181818182,3261.17035947412,3865.8621960206337
BUKIT BATOK,2009-07,high,380000.0,230000.0,570000.0,323000.0,393500.0,3708.3333333333335,2786.8852459016393,5277.777777777777,3349.3150684931506,4150.0
BUKIT BATOK,2009-08,high,372000.0,203000.0,570000.0,262000.0,490000.0,3661.1570247933882,2922.330097087379,4745.454545454545,3521.1267605633802,4020.0
BUKIT BATOK,2009-09,high,378000.0,215000.0,560000.0,260000.0,395500.0,3686.5671641791046,2791.36690647482,5090.909090909091,3573.529411764706,4130.434782608696
BUKIT BATOK,2009-10,high,390000.0,232000.0,532000.0,372625.0,473250.0,3978.849166785358,2621.359223300971,4555.555555555556,3661.9036903690367,4270.833333333333
