month,flat_type,resale_price_median,resale_price_min,resale_price_max,resale_price_quantile_25,resale_price_quantile_75,price_per_sqm_median,price_per_sqm_min,price_per_sqm_max,price_per_sqm_quantile_25,price_per_sqm_quantile_75
1990-01,2 ROOM,18950.0,12000.0,30000.0,15350.0,19100.0,418.719806763285,240.0,651.1627906976744,345.28985507246375,472.5
1990-02,2 ROOM,17000.0,13500.0,41500.0,15000.0,19400.0,378.0487804878049,270.0,798.0769230769231,326.0869565217391,460.9756097560976
1990-03,2 ROOM,18350.0,13500.0,31200.0,14750.0,19100.0,405.4347826086956,270.0,693.3333333333334,328.4729586426299,457.1036585365854
1990-04,2 ROOM,18900.0,13500.0,32500.0,17000.0,19100.0,415.2173913043478,293.4782608695652,613.2075471698113,365.8536585365854,477.5
1990-05,2 ROOM,17000.0,13500.0,31200.0,15000.0,20000.0,380.0,293.4782608695652,693.3333333333334,326.0869565217391,487.8048780487805
1990-06,2 ROOM,19050.0,14000.0,49300.0,17412.5,21825.0,469.1768292682927,333.3333333333333,896.3636363636364,388.4192876965772,515.3963414634147
1990-07,2 ROOM,19000.0,13500.0,36500.0,16000.0,21575.0,414.1304347826087,293.4782608695652,684.2105263157895,359.375,526.1513157894736
1990-08,2 ROOM,19550.0,13500.0,34000.0,18375.0,23500.0,439.95833333333337,304.3478260869565,755.5555555555555,380.49023957409054,515.4088050314465
1990-09,2 ROOM,17650.0,13500.0,41900.0,14000.0,20900.0,369.20833333333337,280.0,790.566037735849,320.02173913043475,471.7265725288832
1990-10,2 ROOM,18950.0,14500.0,30000.0,15375.0,19025.0,411.95652173913044,316.3265306122449,566.0377358490566,340.4503105590062,476.51785714285717
1990-11,2 ROOM,18900.0,13500.0,41900.0,14650.0,22250.0,415.2173913043478,291.6666666666667,790.566037735849,327.67762460233297,511.80555555555554
1990-12,2 ROOM,19000.0,13500.0,41900.0,17550.0,24500.0,411.4299851558634,300.0,775.925925925926,378.8598047914818,577.7777777777778
1991-01,2 ROOM,19000.0,13600.0,42000.0,17500.0,20000.0,415.2173913043478,295.6521739130435,792.4528301886793,393.75,465.1162790697674
1991-02,2 ROOM,18500.0,13500.0,31200.0,14000.0,21625.0,406.52173913043475,293.4782608695652,693.3333333333334,350.0,514.7560975609756
1991-03,2 ROOM,21000.0,14000.0,41900.0,16750.0,28825.0,452.3913043478261,304.3478260869565,761.8181818181819,359.35843054082716,522.7702948671277
1991-04,2 ROOM,19000.0,13500.0,42000.0,16500.0,30000.0,463.4146341463415,297.8723404255319,893.3333333333334,350.0,697.6744186046511
1991-05,2 ROOM,22000.0,16800.0,31000.0,21000.0,31000.0,538.4615384615385,365.2173913043478,688.8888888888889,423.0769230769231,688.8888888888889
1991-06,2 ROOM,24000.0,16000.0,29500.0,19500.0,25500.0,581.3953488372093,340.4255319148936,684.2105263157895,426.219512195122,643.5672514619882
1991-07,2 ROOM,19000.0,13500.0,26500.0,18000.0,21400.0,418.6046511627907,326.0869565217391,666.6666666666666,380.0,500.0
1991-08,2 ROOM,19000.0,14000.0,30000.0,16500.0,22000.0,414.6341463414634,304.3478260869565,697.6744186046511,358.69565217391306,478.2608695652174
1991-09,2 ROOM,19000.0,13500.0,36300.0,16250.0,23250.0,413.04347826086956,293.4782608695652,790.6976744186046,370.79831932773106,523.0769230769231
1991-10,2 ROOM,22500.0,13500.0,38000.0,19000.0,30000.0,513.5135135135135,293.4782608695652,744.7368421052631,425.27173913043475,666.6666666666666
1991-11,2 ROOM,18900.0,14000.0,39500.0,16000.0,20375.0,411.95652173913044,297.8723404255319,877.7777777777778,372.2826086956522,488.75
1991-12,2 ROOM,19000.0,13500.0,41000.0,16750.0,20250.0,413.04347826086956,295.6521739130435,953.4883720930233,363.9130434782609,493.5897435897436
1992-01,2 ROOM,20250.0,13500.0,40300.0,18875.0,26000.0,451.8002322880372,329.2682926829268,760.377358490566,411.3451086956522,552.1541950113378
1992-02,2 ROOM,19000.0,13500.0,44500.0,18900.0,22000.0,432.60869565217394,293.4782608695652,1034.8837209302326,404.76190476190476,500.0
1992-03,2 ROOM,19750.0,13500.0,30000.0,18675.0,23125.0,443.75,293.4782608695652,697.6744186046511,412.5,505.55555555555554
1992-04,2 ROOM,16000.0,13500.0,40000.0,15000.0,20500.0,375.0,293.4782608695652,930.2325581395348,336.87943262411346,479.1304347826087
1992-05,2 ROOM,22000.0,13500.0,42000.0,18950.0,31000.0,521.9512195121952,293.4782608695652,976.7441860465116,423.9130434782609,677.7777777777778
1992-06,2 ROOM,20000.0,14000.0,48000.0,17000.0,29500.0,476.1904761904762,300.0,1066.6666666666667,393.0386178861788,695.8333333333333
1992-07,2 ROOM,21400.0,14000.0,36000.0,18000.0,25000.0,450.0,291.6666666666667,800.0,418.6046511627907,622.2222222222222
1992-08,2 ROOM,21500.0,15000.0,42000.0,18000.0,29000.0,475.0,326.0869565217391,888.8888888888889,402.17391304347825,657.8947368421053
1992-09,2 ROOM,20000.0,13500.0,59000.0,19000.0,24237.5,462.4404761904762,293.4782608695652,1372.093023255814,413.04347826086956,556.910569105691
1992-10,2 ROOM,20000.0,13500.0,32000.0,18000.0,25750.0,464.81481481481484,293.4782608695652,780.4878048780488,422.22222222222223,587.7551020408164
1992-11,2 ROOM,22200.0,15000.0,40000.0,19000.0,30000.0,500.0,326.0869565217391,888.8888888888889,413.04347826086956,621.4745175655617
1992-12,2 ROOM,26000.0,13500.0,57000.0,19500.0,30000.0,555.5555555555555,257.57575757575756,900.0,428.5024154589372,677.7777777777778
1993-01,2 ROOM,19000.0,13500.0,42000.0,18850.0,26125.0,456.25,326.0869565217391,840.0,379.5,609.6467391304348
1993-02,2 ROOM,28900.0,14000.0,64000.0,19000.0,31625.0,621.5277777777778,325.0,1454.5454545454545,470.2286585365854,736.9186046511628
1993-03,2 ROOM,21410.0,14000.0,45000.0,18500.0,31000.0,504.969512195122,333.3333333333333,1000.0,400.7936507936508,688.8888888888889
1993-04,2 ROOM,19500.0,14000.0,41700.0,15875.0,25250.0,415.4347826086956,310.0,758.1818181818181,384.94167550371156,504.9019607843137
1993-05,2 ROOM,29000.0,14000.0,43800.0,23750.0,37500.0,651.0869565217391,325.5813953488372,1131.578947368421,570.2887537993921,896.6666666666667
1993-06,2 ROOM,31000.0,18000.0,50000.0,28000.0,37000.0,717.3913043478261,391.30434782608694,1162.7906976744187,615.4589371980676,877.7777777777778
1993-07,2 ROOM,33000.0,14500.0,50000.0,28000.0,39000.0,687.5,315.2173913043478,1256.4102564102564,622.2222222222222,860.0
1993-08,2 ROOM,40000.0,17000.0,58000.0,30000.0,47500.0,888.8888888888889,377.77777777777777,1288.888888888889,721.4092140921409,1057.6023391812864
1993-09,2 ROOM,38250.0,20000.0,60000.0,30000.0,45000.0,876.3888888888889,434.7826086956522,1500.0,727.3519163763067,1000.0
1993-10,2 ROOM,42000.0,27000.0,58500.0,36000.0,45250.0,915.7054125998226,638.2978723404256,1300.0,839.8550724637681,1044.8038176033933
1993-11,2 ROOM,41000.0,17000.0,62000.0,37000.0,47000.0,926.829268292683,435.8974358974359,1441.860465116279,780.0,1071.4285714285713
1993-12,2 ROOM,41000.0,20000.0,80000.0,38000.0,45000.0,937.5,425.531914893617,1395.3488372093022,852.3611831863,1045.4780361757107
1994-01,2 ROOM,40000.0,20000.0,61000.0,35000.0,45000.0,890.096618357488,400.0,1312.5,823.6468500443656,1051.388888888889
1994-02,2 ROOM,40000.0,27000.0,58000.0,38250.0,45000.0,930.952380952381,627.9069767441861,1526.3157894736842,788.2352941176471,1000.0
1994-03,2 ROOM,42000.0,29000.0,90000.0,35000.0,48875.0,966.0657476139979,600.0,1428.5714285714287,833.3333333333334,1111.111111111111
1994-04,2 ROOM,43000.0,35000.0,80000.0,40000.0,47500.0,962.2641509433962,760.0,1860.4651162790697,860.0,1056.3051375194602
1994-05,2 ROOM,42000.0,25000.0,67500.0,38500.0,51500.0,956.0386473429951,543.4782608695652,1467.391304347826,878.3643892339545,1125.925925925926
1994-06,2 ROOM,46000.0,38000.0,65000.0,40000.0,50000.0,1000.0,775.8620689655172,1657.8947368421052,916.6666666666666,1111.111111111111
1994-07,2 ROOM,45000.0,32000.0,58000.0,40750.0,52125.0,1012.1951219512196,680.8510638297872,1487.179487179487,901.3975155279504,1244.0379403794038
1994-08,2 ROOM,46750.0,34000.0,75000.0,40000.0,53000.0,1107.919254658385,739.1304347826087,1744.1860465116279,891.5356151711378,1210.9158186864015
1994-09,2 ROOM,48500.0,35000.0,70000.0,43000.0,57000.0,1081.8713450292398,857.1428571428571,1627.906976744186,966.4011946241911,1263.586956521739
1994-10,2 ROOM,45000.0,38000.0,66500.0,42000.0,50000.0,1000.0,714.2857142857143,1333.3333333333333,869.5652173913044,1111.111111111111
1994-11,2 ROOM,47000.0,36000.0,71000.0,42000.0,53850.0,1054.5893719806763,782.6086956521739,1690.4761904761904,931.1904761904761,1192.8571428571427
1994-12,2 ROOM,48000.0,35000.0,73000.0,44500.0,53000.0,1065.2173913043478,833.3333333333334,1684.2105263157894,978.2608695652174,1234.7560975609756
1995-01,2 ROOM,45000.0,33000.0,72000.0,40000.0,52500.0,1023.8095238095239,777.7777777777778,1846.1538461538462,913.0434782608696,1151.4285714285716
1995-02,2 ROOM,51500.0,30000.0,71000.0,45000.0,56875.0,1113.5204081632653,731.7073170731708,1690.4761904761904,1011.1940298507462,1192.1029281277729
1995-03,2 ROOM,54000.0,37000.0,73000.0,47250.0,58000.0,1202.127659574468,869.5652173913044,1697.6744186046512,1038.0434782608695,1319.1056910569105
1995-04,2 ROOM,55000.0,40000.0,98000.0,50000.0,64000.0,1250.0,800.0,1625.0,1143.4511434511435,1375.0
1995-05,2 ROOM,57000.0,51000.0,70000.0,55000.0,63000.0,1279.0697674418604,1039.2156862745098,1687.5,1186.9565217391305,1387.5
1995-06,2 ROOM,60000.0,38000.0,71000.0,53000.0,64000.0,1333.3333333333333,826.0869565217391,1775.0,1195.6521739130435,1489.3617021276596
1995-07,2 ROOM,58000.0,28000.0,82000.0,52500.0,64500.0,1304.3478260869565,608.695652173913,1974.3589743589744,1195.6521739130435,1487.179487179487
1995-08,2 ROOM,60000.0,44000.0,81000.0,57000.0,67000.0,1341.4634146341464,956.5217391304348,2025.0,1244.4444444444443,1474.3589743589744
1995-09,2 ROOM,63000.0,52000.0,80000.0,60000.0,70000.0,1440.0,1070.0,1973.6842105263158,1320.0,1600.0
1995-10,2 ROOM,64000.0,47500.0,85000.0,57000.0,72000.0,1444.4444444444443,1032.608695652174,1808.5106382978724,1260.8695652173913,1577.7777777777778
1995-11,2 ROOM,64000.0,50000.0,88000.0,59500.0,71000.0,1411.111111111111,1086.9565217391305,2157.8947368421054,1331.6666666666665,1712.8205128205127
1995-12,2 ROOM,65500.0,55000.0,88000.0,62000.0,73000.0,1466.6666666666667,1140.0,2046.5116279069769,1354.1666666666667,1591.111111111111
1996-01,2 ROOM,72000.0,55000.0,90000.0,66000.0,76000.0,1521.7391304347825,1195.6521739130435,2125.0,1435.7890499194846,1779.1327913279133
1996-02,2 ROOM,69000.0,53000.0,112000.0,65000.0,77000.0,1565.2173913043478,1152.1739130434783,2604.6511627906975,1404.7619047619048,1733.3333333333333
1996-03,2 ROOM,71000.0,52000.0,100000.0,66000.0,78500.0,1581.766917293233,1155.5555555555557,2380.9523809523807,1424.6894409937888,1829.2682926829268
1996-04,2 ROOM,74000.0,45000.0,94000.0,70750.0,77625.0,1698.8966318234611,1071.4285714285713,2236.842105263158,1579.1062801932367,1810.2678571428573
1996-05,2 ROOM,80000.0,65000.0,102000.0,75000.0,84000.0,1739.1304347826087,1357.142857142857,2525.0,1596.1538461538462,1888.888888888889
1996-06,2 ROOM,82000.0,62500.0,123000.0,75000.0,89500.0,1847.8260869565217,1363.6363636363637,2733.3333333333335,1659.5744680851064,2071.4285714285716
1996-07,2 ROOM,87000.0,68000.0,133000.0,77750.0,93000.0,1892.7544565842438,1478.2608695652175,3093.0232558139537,1755.4347826086955,2102.777777777778
1996-08,2 ROOM,90000.0,68000.0,124888.0,83125.0,96500.0,2005.3191489361702,1478.2608695652175,3000.0,1820.9534368070954,2243.0555555555557
1996-09,2 ROOM,90000.0,70000.0,125000.0,82375.0,101250.0,2010.8695652173913,1509.090909090909,2894.7368421052633,1776.9565217391305,2201.2195121951218
1996-10,2 ROOM,95000.0,64500.0,125000.0,86000.0,103000.0,2088.8888888888887,1402.1739130434783,3125.0,1913.0434782608695,2317.0731707317073
1996-11,2 ROOM,98000.0,75000.0,140000.0,91000.0,108000.0,2222.2,1620.0,3255.813953488372,1979.1666666666667,2425.0
1996-12,2 ROOM,97500.0,79000.0,145000.0,93925.0,107750.0,2161.424606845513,1234.375,3350.0,2044.2366026289183,2421.4285714285716
1997-01,2 ROOM,102000.0,74000.0,133000.0,95000.0,116000.0,2282.608695652174,1797.872340425532,3112.5,2083.3333333333335,2622.222222222222
1997-02,2 ROOM,107000.0,80000.0,136000.0,100000.0,113000.0,2377.777777777778,1808.5106382978724,3400.0,2173.913043478261,2684.2105263157896
1997-03,2 ROOM,105000.0,74000.0,140000.0,94500.0,116500.0,2461.5384615384614,1541.6666666666667,3675.675675675676,2141.304347826087,2652.1739130434785
1997-04,2 ROOM,110000.0,82000.0,150000.0,100000.0,120000.0,2391.304347826087,1906.9767441860465,3488.3720930232557,2200.0,2607.843137254902
1997-05,2 ROOM,106000.0,56000.0,142000.0,100000.0,117000.0,2300.0,1400.0,3550.0,2108.695652173913,2682.9268292682927
1997-06,2 ROOM,112000.0,77000.0,145000.0,100000.0,120000.0,2484.0425531914893,1795.9183673469388,3372.093023255814,2266.176470588235,2663.461538461538
1997-07,2 ROOM,106500.0,80000.0,183000.0,98125.0,115500.0,2346.989966555184,1700.0,4575.0,2173.913043478261,2559.0062111801244
1997-08,2 ROOM,113000.0,83000.0,137000.0,104000.0,116000.0,2346.938775510204,1833.3333333333333,3044.4444444444443,2244.8979591836733,2488.095238095238
1997-09,2 ROOM,115000.0,80000.0,155000.0,103500.0,122250.0,2577.777777777778,1702.127659574468,3875.0,2325.0,2826.797385620915
1997-10,2 ROOM,114000.0,79000.0,185000.0,100000.0,119500.0,2479.1666666666665,1685.1851851851852,4625.0,2129.04717853839,2904.6070460704605
1997-11,2 ROOM,100000.0,79000.0,162000.0,90500.0,104500.0,2125.0,1650.0,4050.0,1970.262510254307,2239.2434988179666
1997-12,2 ROOM,100000.0,75000.0,167500.0,88000.0,110000.0,2282.608695652174,1604.1666666666667,4187.5,1933.3333333333333,2500.0
1998-01,2 ROOM,95000.0,71500.0,136000.0,81000.0,105000.0,2000.0,1554.3478260869565,3022.222222222222,1692.3076923076924,2444.4444444444443
1998-02,2 ROOM,93000.0,72000.0,150000.0,82500.0,108500.0,2146.3414634146343,1531.9148936170213,3061.2244897959185,1826.3988522238164,2443.245778611632
1998-03,2 ROOM,84000.0,70000.0,126800.0,79000.0,100000.0,1891.304347826087,1400.0,2558.139534883721,1750.0,2111.1111111111113
1998-04,2 ROOM,81000.0,60000.0,117000.0,74000.0,85000.0,1782.608695652174,1276.595744680851,2600.0,1630.4347826086957,1978.723404255319
1998-05,2 ROOM,85500.0,68000.0,118500.0,76375.0,92250.0,1902.127659574468,1360.0,2950.0,1637.608695652174,2150.9615384615386
1998-06,2 ROOM,78000.0,61000.0,128000.0,73000.0,85000.0,1785.7142857142858,1326.0869565217392,2976.7441860465115,1586.9565217391305,2021.7391304347825
1998-07,2 ROOM,76000.0,60000.0,102000.0,70000.0,83000.0,1666.6666666666667,1304.3478260869565,2266.6666666666665,1583.3333333333333,1825.0
1998-08,2 ROOM,76750.0,58500.0,104200.0,70000.0,85000.0,1755.0,1160.7142857142858,2605.0,1633.7730214036835,1956.8356867779205
1998-09,2 ROOM,80000.0,64000.0,132000.0,75000.0,89000.0,1816.3265306122448,1354.1666666666667,2372.093023255814,1616.2790697674418,2000.0
1998-10,2 ROOM,78000.0,60000.0,110000.0,69000.0,88000.0,1702.127659574468,1304.3478260869565,2894.7368421052633,1533.6438923395444,1977.2727272727273
1998-11,2 ROOM,71000.0,58000.0,125000.0,65000.0,75875.0,1542.102206736353,1200.0,2272.7272727272725,1443.1159420289855,1802.8301886792453
1998-12,2 ROOM,72500.0,60000.0,98000.0,68250.0,84750.0,1645.8333333333335,1300.0,2177.777777777778,1461.9565217391305,1811.111111111111
