month,flat_type,resale_price_median,resale_price_min,resale_price_max,resale_price_quantile_25,resale_price_quantile_75,price_per_sqm_median,price_per_sqm_min,price_per_sqm_max,price_per_sqm_quantile_25,price_per_sqm_quantile_75
1990-01,3 ROOM,42000.0,16700.0,102000.0,33000.0,47450.0,618.4615384615385,257.57575757575756,1378.3783783783783,507.1953781512605,701.4925373134329
1990-02,3 ROOM,45000.0,17000.0,93600.0,35450.0,50000.0,640.0,313.84615384615387,1076.388888888889,537.3134328358209,701.4925373134329
1990-03,3 ROOM,43000.0,17000.0,120000.0,35000.0,48425.0,631.592039800995,288.135593220339,1486.4864864864865,526.0927743086529,701.4925373134329
1990-04,3 ROOM,44000.0,16600.0,93500.0,35000.0,47500.0,630.1369863013699,303.57142857142856,1106.060606060606,525.4237288135594,701.4925373134329
1990-05,3 ROOM,43000.0,17000.0,98000.0,34000.0,47000.0,635.0278850278851,303.57142857142856,1342.4657534246576,522.3880597014926,701.4925373134329
1990-06,3 ROOM,43500.0,17000.0,90000.0,34000.0,47200.0,632.3529411764706,303.57142857142856,1043.0555555555557,514.1096979332274,701.4925373134329
1990-07,3 ROOM,43000.0,16600.0,90000.0,35000.0,47200.0,634.3283582089553,286.2068965517241,1161.0169491525423,522.3880597014926,701.4925373134329
1990-08,3 ROOM,41800.0,17000.0,75000.0,33600.0,47000.0,615.3846153846154,261.1940298507463,1050.0,508.47457627118644,697.3684210526316
1990-09,3 ROOM,43000.0,18000.0,106500.0,35000.0,50700.0,626.7661691542289,310.81081081081084,1166.6666666666667,525.9868421052631,702.7027027027027
1990-10,3 ROOM,45000.0,17000.0,118000.0,35125.0,49375.0,638.7178697860551,300.0,1282.608695652174,530.5333998005982,704.4776119402985
1990-11,3 ROOM,42500.0,17000.0,87800.0,35000.0,49000.0,626.027397260274,252.38095238095238,1310.44776119403,529.4117647058823,704.4776119402985
1990-12,3 ROOM,45500.0,17000.0,95000.0,38000.0,50000.0,656.7164179104477,246.3768115942029,1135.3846153846155,567.1641791044776,702.7027027027027
1991-01,3 ROOM,45500.0,17000.0,90000.0,40000.0,49600.0,656.7164179104477,303.57142857142856,1136.986301369863,580.3956130043086,701.4925373134329
1991-02,3 ROOM,45000.0,17000.0,102000.0,37750.0,48000.0,656.7164179104477,283.3333333333333,1397.2602739726028,554.4242873009996,702.284730195178
1991-03,3 ROOM,45500.0,18000.0,95000.0,39000.0,49500.0,653.3333333333334,315.7894736842105,1266.6666666666667,583.3333333333334,701.4925373134329
1991-04,3 ROOM,45000.0,18000.0,93800.0,39000.0,50000.0,661.0169491525423,316.95721077654514,1194.4444444444443,582.1406665303618,711.814556331007
1991-05,3 ROOM,45000.0,17000.0,130000.0,38000.0,49000.0,655.7377049180328,265.625,1181.8181818181818,569.2307692307693,701.4925373134329
1991-06,3 ROOM,45000.0,19000.0,83000.0,38000.0,50000.0,657.5342465753424,298.5074626865672,1230.7692307692307,564.404007360458,706.0438794013909
1991-07,3 ROOM,45000.0,17000.0,124000.0,37000.0,50000.0,645.8333333333334,309.09090909090907,1416.6666666666667,555.2812858783008,706.9918699186992
1991-08,3 ROOM,45000.0,18000.0,102000.0,38600.0,50000.0,661.7647058823529,289.8550724637681,1378.3783783783783,579.002079002079,706.5126050420167
1991-09,3 ROOM,45000.0,17000.0,102000.0,38000.0,50000.0,656.7164179104477,281.6901408450704,1408.3333333333333,561.4502680166765,708.2637412693592
1991-10,3 ROOM,45000.0,16600.0,107000.0,38000.0,50000.0,647.0588235294117,276.6666666666667,1486.111111111111,569.2307692307693,705.8823529411765
1991-11,3 ROOM,45000.0,17000.0,90000.0,38000.0,50000.0,656.7164179104477,298.2456140350877,1343.2835820895523,567.1641791044776,704.4776119402985
1991-12,3 ROOM,45000.0,16600.0,110000.0,38000.0,50000.0,661.5384615384615,283.3333333333333,1372.8813559322034,567.1641791044776,704.4159544159544
1992-01,3 ROOM,45500.0,17000.0,86000.0,38000.0,51800.0,662.1621621621622,267.4418604651163,1457.6271186440679,567.1641791044776,730.7692307692307
1992-02,3 ROOM,46700.0,16600.0,113000.0,38000.0,53000.0,681.8181818181819,230.55555555555554,1552.6315789473683,564.942582684064,746.2686567164179
1992-03,3 ROOM,46000.0,18000.0,140000.0,38875.0,56000.0,677.9661016949152,315.7894736842105,1395.8333333333333,569.3910256410256,765.8371040723982
1992-04,3 ROOM,47000.0,17000.0,91000.0,40000.0,54000.0,675.6756756756756,286.88524590163934,1231.3432835820895,583.984375,749.0671641791045
