month,flat_type,resale_price_median,resale_price_min,resale_price_max,resale_price_quantile_25,resale_price_quantile_75,price_per_sqm_median,price_per_sqm_min,price_per_sqm_max,price_per_sqm_quantile_25,price_per_sqm_quantile_75
1990-01,5 ROOM,130000.0,77000.0,228000.0,110500.0,151000.0,1075.7575757575758,616.6666666666666,1675.2136752136753,938.8354700854701,1214.5808736717827
1990-02,5 ROOM,128000.0,70000.0,230000.0,110000.0,145000.0,1049.5867768595042,596.7741935483871,1666.6666666666667,924.0492807292408,1154.1426487950553
1990-03,5 ROOM,127000.0,64000.0,230000.0,109310.0,147000.0,1007.4626865671642,561.4035087719299,1625.0,900.8264462809917,1170.723295842913
1990-04,5 ROOM,127000.0,63400.0,183000.0,110000.0,142000.0,1042.7350427350427,537.2881355932203,1500.0,907.1428571428571,1157.0247933884298
1990-05,5 ROOM,139000.0,75000.0,224186.0,110000.0,151000.0,1092.436974789916,604.8387096774194,1713.0434782608695,940.1709401709402,1218.4873949579833
1990-06,5 ROOM,131000.0,75000.0,237000.0,110000.0,149500.0,1064.263222157959,604.8387096774194,1809.1603053435115,924.3697478991596,1232.1890792555157
1990-07,5 ROOM,140000.0,77700.0,217800.0,110000.0,156500.0,1111.111111111111,634.9206349206349,1598.360655737705,924.3697478991596,1241.6666666666667
1990-08,5 ROOM,139500.0,71000.0,230000.0,110000.0,160000.0,1111.111111111111,625.0,1726.4957264957266,924.1596638655462,1302.7697921273773
1990-09,5 ROOM,134500.0,63000.0,193000.0,110000.0,157000.0,1099.1735537190082,488.3720930232558,1618.6440677966102,924.3697478991596,1252.1367521367522
1990-10,5 ROOM,128500.0,70000.0,220000.0,109000.0,150375.0,1057.6141444248747,616.6666666666666,1762.7118644067796,900.6198347107438,1229.090287702728
1990-11,5 ROOM,127000.0,60000.0,230000.0,116000.0,150000.0,1052.6315789473683,483.8709677419355,1916.6666666666667,933.12852975858,1203.3898305084747
1990-12,5 ROOM,127000.0,78000.0,220000.0,110000.0,142750.0,1032.7890882214606,625.0,1623.931623931624,924.2015688471774,1182.04389193694
1991-01,5 ROOM,130000.0,75000.0,222000.0,110000.0,150000.0,1068.3760683760684,619.047619047619,1610.1694915254238,909.0909090909091,1197.9056297238117
1991-02,5 ROOM,130000.0,60000.0,225000.0,114000.0,158500.0,1059.322033898305,476.1904761904762,1726.4957264957266,909.0909090909091,1273.8636363636365
1991-03,5 ROOM,129000.0,78000.0,218500.0,110000.0,160750.0,1063.1136540227449,632.258064516129,1632.4786324786326,906.7785584179027,1290.1053864168618
1991-04,5 ROOM,127000.0,85000.0,213000.0,110000.0,154250.0,1031.9044822861615,648.8549618320611,1775.0,909.0909090909091,1236.5702479338843
1991-05,5 ROOM,135000.0,78000.0,230000.0,110000.0,156500.0,1111.111111111111,666.6666666666666,1703.7037037037037,916.4098613251156,1260.1990049751244
1991-06,5 ROOM,132000.0,70000.0,208000.0,118000.0,154500.0,1083.3333333333333,555.5555555555555,1719.0082644628098,909.0909090909091,1257.2314049586776
1991-07,5 ROOM,139500.0,75000.0,243000.0,113750.0,160450.0,1121.5179063360881,601.5037593984962,1832.0610687022902,924.2095143142002,1316.1157024793388
1991-08,5 ROOM,138940.0,75000.0,246000.0,110000.0,163000.0,1100.4342344866227,635.5932203389831,1916.6666666666667,906.6598360655738,1317.3319327731092
1991-09,5 ROOM,145000.0,75000.0,245000.0,112500.0,160000.0,1176.4705882352941,619.8347107438017,1870.2290076335878,932.2033898305085,1296.0323574730355
1991-10,5 ROOM,139750.0,77700.0,270000.0,120000.0,164250.0,1119.402985074627,629.0322580645161,2213.1147540983607,973.5105957616953,1282.051282051282
1991-11,5 ROOM,140000.0,78000.0,245000.0,117500.0,162000.0,1140.495867768595,619.047619047619,1889.8305084745762,934.8516949152543,1337.969786293294
1991-12,5 ROOM,140000.0,80000.0,233000.0,110000.0,167750.0,1139.3536249412082,610.6870229007634,1925.6198347107438,924.3697478991596,1285.581222056632
