month,flat_type,resale_price_median,resale_price_min,resale_price_max,resale_price_quantile_25,resale_price_quantile_75,price_per_sqm_median,price_per_sqm_min,price_per_sqm_max,price_per_sqm_quantile_25,price_per_sqm_quantile_75
1990-01,1 ROOM,7300.0,6000.0,9500.0,7300.0,9000.0,251.72413793103448,193.5483870967742,310.3448275862069,235.48387096774192,290.3225806451613
1990-02,1 ROOM,7400.0,7300.0,10000.0,7300.0,8000.0,258.06451612903226,251.72413793103448,357.14285714285717,251.72413793103448,259.14408866995075
1990-03,1 ROOM,7000.0,5600.0,9500.0,6300.0,8250.0,225.80645161290323,180.6451612903226,306.4516129032258,203.22580645161293,266.1290322580645
1990-04,1 ROOM,7300.0,7000.0,10200.0,7150.0,8750.0,251.72413793103448,241.3793103448276,329.03225806451616,246.55172413793105,290.3781979977753
1990-05,1 ROOM,8500.0,6000.0,10400.0,7425.0,9800.0,284.48275862068965,206.89655172413794,358.62068965517244,251.64071190211348,321.24582869855396
1990-06,1 ROOM,7300.0,7000.0,7500.0,7225.0,7350.0,246.8298109010011,225.80645161290323,251.72413793103448,237.90322580645162,251.72413793103448
1990-07,1 ROOM,7300.0,5000.0,10400.0,7075.0,8000.0,251.72413793103448,161.29032258064515,358.62068965517244,243.9655172413793,271.412680756396
1990-08,1 ROOM,8500.0,7300.0,10000.0,7800.0,9500.0,274.19354838709677,251.72413793103448,322.5806451612903,268.9655172413793,306.4516129032258
1990-09,1 ROOM,9500.0,8500.0,9500.0,9000.0,9500.0,306.4516129032258,274.19354838709677,306.4516129032258,290.3225806451613,306.4516129032258
1990-10,1 ROOM,7500.0,5800.0,10400.0,7300.0,10000.0,251.72413793103448,187.09677419354838,344.82758620689657,241.93548387096774,335.48387096774195
1990-11,1 ROOM,7650.0,7300.0,8700.0,7500.0,8000.0,263.7931034482759,235.48387096774192,280.64516129032256,258.62068965517244,275.86206896551727
1990-12,1 ROOM,7400.0,6000.0,9300.0,7075.0,7875.0,254.89432703003337,193.5483870967742,300.0,232.28587319243604,265.40898617511516
1991-01,1 ROOM,7840.0,6000.0,10400.0,6920.0,9120.0,252.90322580645162,193.5483870967742,358.62068965517244,223.22580645161293,305.761957730812
1991-02,1 ROOM,8000.0,7000.0,10000.0,7475.0,8600.0,266.96329254727476,225.80645161290323,322.5806451612903,253.30923248053392,281.86874304783095
1991-03,1 ROOM,7300.0,7000.0,9600.0,7225.0,7875.0,251.72413793103448,225.80645161290323,309.6774193548387,245.24471635150167,266.21245828698557
1991-04,1 ROOM,8000.0,7500.0,10400.0,7800.0,10200.0,275.86206896551727,241.93548387096774,358.62068965517244,251.61290322580646,329.03225806451616
1991-05,1 ROOM,9000.0,7300.0,10220.0,8150.0,9610.0,290.3225806451613,235.48387096774192,352.41379310344826,262.9032258064516,321.3681868743048
1991-06,1 ROOM,8250.0,8000.0,8500.0,8000.0,8500.0,275.027808676307,258.06451612903226,293.1034482758621,270.1612903225806,280.1724137931035
1991-07,1 ROOM,10200.0,10000.0,10400.0,10100.0,10300.0,351.72413793103453,344.82758620689657,358.62068965517244,348.2758620689655,355.1724137931035
1991-08,1 ROOM,7250.0,5700.0,10500.0,6675.0,8250.0,242.21357063403784,183.8709677419355,375.0,215.32258064516128,287.7155172413793
1991-09,1 ROOM,9200.0,8000.0,10400.0,8600.0,9800.0,317.2413793103449,275.86206896551727,358.62068965517244,296.55172413793105,337.93103448275866
1991-10,1 ROOM,10200.0,7300.0,10400.0,10000.0,10400.0,351.7241379310345,235.48387096774192,358.62068965517244,322.5806451612903,358.62068965517244
1991-11,1 ROOM,8100.0,6700.0,10220.0,7225.0,9500.0,283.80541871921184,216.1290322580645,352.41379310344826,245.24471635150167,327.58620689655174
1991-12,1 ROOM,8000.0,7000.0,10400.0,8000.0,8000.0,258.06451612903226,225.80645161290323,358.62068965517244,258.06451612903226,275.86206896551727
1992-01,1 ROOM,9500.0,7300.0,12000.0,7800.0,10500.0,322.5806451612903,235.48387096774192,413.7931034482759,251.61290322580646,338.7096774193548
1992-02,1 ROOM,10000.0,7500.0,10400.0,8750.0,10000.0,327.58620689655174,258.06451612903226,358.62068965517244,290.6006674082314,344.82758620689657
