town,month,resale_price_median,resale_price_min,resale_price_max,resale_price_quantile_25,resale_price_quantile_75,price_per_sqm_median,price_per_sqm_min,price_per_sqm_max,price_per_sqm_quantile_25,price_per_sqm_quantile_75
ANG MO KIO,1993-06,73500.0,45000.0,230000.0,60000.0,119250.0,1028.4045124899276,616.4383561643835,2010.204081632653,829.2761940022214,1239.0463917525774
ANG MO KIO,1993-07,79500.0,23500.0,255000.0,67000.0,108500.0,1119.402985074627,500.0,2125.0,988.9705882352941,1321.0052677787533
ANG MO KIO,1993-08,86500.0,47000.0,306000.0,75000.0,140000.0,1223.3924611973393,666.6666666666666,2593.2203389830506,1073.5347651983984,1540.850578960335
ANG MO KIO,1993-09,88000.0,22000.0,325000.0,80000.0,143250.0,1251.865671641791,589.0410958904109,2731.09243697479,1117.330016583748,1540.4440919904837
ANG MO KIO,1993-10,93500.0,33500.0,330000.0,85000.0,150000.0,1343.2835820895523,507.46268656716416,2820.5128205128203,1219.5121951219512,1647.3465558831413
ANG MO KIO,1993-11,97500.0,8000.0,333000.0,88000.0,159500.0,1370.3906935908692,258.06451612903226,2798.3193277310925,1250.0,1733.7516579940823
ANG MO KIO,1993-12,99000.0,20000.0,370000.0,87000.0,164750.0,1414.8375768217734,645.1612903225806,3162.3931623931626,1268.6567164179105,1792.078392621871
ANG MO KIO,1994-01,95000.0,23000.0,385000.0,87000.0,150000.0,1352.9411764705883,741.9354838709677,2863.2478632478633,1250.0,1717.1518489378443
ANG MO KIO,1994-02,95000.0,12000.0,363000.0,85000.0,165000.0,1343.2835820895523,387.0967741935484,3050.4201680672268,1250.0,1787.878787878788
ANG MO KIO,1994-03,98000.0,45000.0,360000.0,90000.0,160000.0,1383.3333333333333,808.8235294117648,3076.923076923077,1273.972602739726,1739.1304347826087
ANG MO KIO,1994-04,101000.0,26000.0,328000.0,90000.0,165000.0,1415.4228855721394,500.0,2779.6610169491523,1283.5820895522388,1756.1813186813185
ANG MO KIO,1994-05,110000.0,25000.0,360000.0,90000.0,176000.0,1492.5373134328358,806.4516129032259,3050.8474576271187,1333.3333333333333,1912.6254180602007
ANG MO KIO,1994-06,108000.0,25000.0,403000.0,92000.0,180000.0,1507.4626865671642,806.4516129032259,3386.5546218487393,1342.8746677571048,1929.2803970223326
ANG MO KIO,1994-07,100000.0,25000.0,350000.0,90000.0,151500.0,1417.910447761194,806.4516129032259,2941.176470588235,1307.8208556149732,1772.3880597014927
ANG MO KIO,1994-08,113000.0,27000.0,410000.0,93000.0,170000.0,1567.1641791044776,870.9677419354839,3504.2735042735044,1361.5369100443727,1888.3037694013303
ANG MO KIO,1994-09,113000.0,75000.0,360000.0,95000.0,180000.0,1597.0149253731342,1027.3972602739725,3025.2100840336134,1397.0588235294117,1938.1443298969073
ANG MO KIO,1994-10,110000.0,28000.0,335000.0,93000.0,168000.0,1492.5373134328358,903.2258064516129,2815.126050420168,1328.358208955224,1847.8260869565217
ANG MO KIO,1994-11,111000.0,46000.0,385000.0,95000.0,175000.0,1573.5294117647059,1022.2222222222222,3235.294117647059,1358.2089552238806,1923.076923076923
ANG MO KIO,1994-12,115000.0,30000.0,375000.0,97000.0,193000.0,1611.9402985074628,967.741935483871,3151.2605042016808,1397.0588235294117,2056.5003779289495
ANG MO KIO,1995-01,115000.0,76000.0,375000.0,96000.0,160500.0,1632.3529411764705,1134.3283582089553,3177.9661016949153,1390.2985074626865,1884.0793352988476
ANG MO KIO,1995-02,115000.0,29000.0,431000.0,95000.0,177500.0,1582.089552238806,935.483870967742,3621.8487394957983,1385.2063213345039,1873.696035949286
ANG MO KIO,1995-03,122000.0,28000.0,385000.0,101500.0,195000.0,1761.1940298507463,903.2258064516129,3208.3333333333335,1439.7663174858985,2128.932711124492
ANG MO KIO,1995-04,120000.0,60000.0,370000.0,107500.0,174500.0,1686.5671641791046,1264.7058823529412,3162.3931623931626,1544.1176470588234,2005.4347826086955
ANG MO KIO,1995-05,130800.0,48000.0,400000.0,115000.0,210000.0,1835.8208955223881,1388.0597014925372,3418.803418803419,1678.921568627451,2267.6779741997134
ANG MO KIO,1995-06,127000.0,46000.0,366000.0,116000.0,201500.0,1850.7462686567164,914.6341463414634,3025.2100840336134,1659.6494762288476,2146.278601961277
ANG MO KIO,1995-07,130000.0,31000.0,429000.0,119000.0,198200.0,1892.2146026623639,1000.0,3605.0420168067226,1706.4705882352941,2161.468500443656
ANG MO KIO,1995-08,130000.0,42000.0,400000.0,120000.0,228000.0,1911.764705882353,1280.0,3389.830508474576,1755.0907071455017,2456.1634018155755
ANG MO KIO,1995-09,140000.0,37000.0,425000.0,125000.0,226000.0,1970.1492537313434,1193.5483870967741,3571.4285714285716,1833.3333333333333,2452.6315789473683
ANG MO KIO,1995-10,142290.0,42000.0,472000.0,129000.0,239250.0,2046.4490674318508,1271.1864406779662,3837.39837398374,1865.6716417910447,2509.5556617295747
ANG MO KIO,1995-11,146000.0,39000.0,470000.0,133250.0,236500.0,2089.5522388059703,1258.0645161290322,3571.4285714285716,1943.687230989957,2548.3267716535433
ANG MO KIO,1995-12,148500.0,45000.0,510000.0,137000.0,230000.0,2140.3349108117945,1333.3333333333333,3695.6521739130435,1969.6714597742994,2486.8478260869565
ANG MO KIO,1996-01,152000.0,46000.0,450000.0,140000.0,245000.0,2208.955223880597,1400.0,3781.5126050420167,2029.8507462686566,2608.695652173913
ANG MO KIO,1996-02,162000.0,105000.0,475000.0,146500.0,256000.0,2313.4328358208954,1616.4383561643835,3991.5966386554624,2109.756097560976,2717.391304347826
ANG MO KIO,1996-03,162000.0,65000.0,495000.0,150000.0,258000.0,2323.529411764706,1712.3287671232877,4024.390243902439,2164.179104477612,2771.7391304347825
ANG MO KIO,1996-04,168500.0,47000.0,605000.0,155250.0,259500.0,2432.4672931638106,1516.1290322580646,4148.148148148148,2238.805970149254,2798.913043478261
ANG MO KIO,1996-05,177000.0,48000.0,550000.0,162500.0,268000.0,2547.945205479452,1548.3870967741937,3974.7899159663866,2363.823529411765,2918.060200668896
ANG MO KIO,1996-06,188000.0,61000.0,578000.0,173400.0,280500.0,2735.294117647059,1777.7777777777778,4281.481481481482,2500.0,3092.391304347826
ANG MO KIO,1996-07,213000.0,69000.0,610000.0,181000.0,320000.0,2871.323529411765,1533.3333333333333,4521.008403361345,2615.313841750153,3397.073736056787
ANG MO KIO,1996-08,199000.0,90000.0,603000.0,185000.0,300000.0,2867.6470588235293,1340.2061855670104,4747.899159663865,2691.176470588235,3347.8260869565215
ANG MO KIO,1996-09,200000.0,115000.0,576000.0,188000.0,265000.0,2873.134328358209,2058.823529411765,4364.406779661017,2691.176470588235,3214.285714285714
ANG MO KIO,1996-10,205500.0,64000.0,553000.0,192000.0,296250.0,2977.8314310798946,2064.516129032258,4471.544715447155,2792.9566563467492,3304.8445456982045
ANG MO KIO,1996-11,215500.0,107000.0,549000.0,197750.0,306000.0,3029.8507462686566,2164.179104477612,4613.44537815126,2833.532338308458,3391.304347826087
ANG MO KIO,1996-12,240000.0,100000.0,555000.0,202000.0,320000.0,3109.756097560976,2329.5454545454545,4683.760683760684,2910.4477611940297,3478.2608695652175
ANG MO KIO,1997-01,225000.0,95000.0,558000.0,202000.0,325000.0,3134.3283582089553,1641.7910447761194,4769.2307692307695,2933.3333333333335,3532.608695652174
ANG MO KIO,1997-02,238000.0,85000.0,563000.0,204000.0,320000.0,3134.3283582089553,2426.470588235294,4184.873949579832,2947.7611940298507,3526.8817204301076
ANG MO KIO,1997-03,234000.0,60000.0,540000.0,203500.0,314250.0,3127.770239710538,1935.483870967742,4580.645161290323,2944.1982272361,3465.556831228473
ANG MO KIO,1997-04,260000.0,110000.0,552000.0,208000.0,332750.0,3253.731343283582,2260.27397260274,4638.655462184874,3033.4174714661985,3566.5011982197875
ANG MO KIO,1997-05,230000.0,170000.0,547000.0,206000.0,320000.0,3151.429422275164,2537.313432835821,4268.90756302521,2972.376788553259,3466.7787569573284
ANG MO KIO,1997-06,250000.0,120000.0,520000.0,208000.0,320000.0,3120.0716845878137,2397.2602739726026,4297.520661157025,2970.5882352941176,3448.147737355812
ANG MO KIO,1997-07,245000.0,108000.0,520000.0,210000.0,320000.0,3134.3283582089553,2325.8426966292136,4260.504201680672,2985.0746268656717,3341.947648624667
ANG MO KIO,1997-08,245000.0,108000.0,508000.0,205000.0,310000.0,3095.368916797488,2397.2602739726026,4268.90756302521,2947.5404732254046,3365.0860009555663
ANG MO KIO,1997-09,268800.0,60000.0,490000.0,205000.0,310000.0,3086.41975308642,1935.483870967742,4134.328358208955,2866.260162601626,3388.5655597398154
ANG MO KIO,1997-10,255000.0,171000.0,488000.0,203000.0,302000.0,3029.8507462686566,2314.6067415730336,4100.8403361344535,2835.820895522388,3279.569892473118
ANG MO KIO,1997-11,226500.0,162000.0,482000.0,195750.0,297250.0,2948.200175592625,2213.3333333333335,3857.1428571428573,2687.870797626895,3209.683357879234
ANG MO KIO,1997-12,235000.0,160000.0,588000.0,195000.0,300000.0,2967.391304347826,2168.9189189189187,4355.555555555556,2720.5882352941176,3221.5988779803647
ANG MO KIO,1998-01,218000.0,108000.0,480000.0,186000.0,280000.0,2804.5008800603473,2232.876712328767,4033.6134453781515,2587.252095685954,3065.217391304348
ANG MO KIO,1998-02,230000.0,158500.0,530000.0,185000.0,280750.0,2830.569251456746,2253.3333333333335,3925.925925925926,2609.640155387446,3062.047399605003
ANG MO KIO,1998-03,192750.0,99000.0,490000.0,171000.0,268000.0,2582.089552238806,2123.2876712328766,4117.64705882353,2439.0243902439024,2911.0966904607394
ANG MO KIO,1998-04,209500.0,95000.0,465000.0,169125.0,270000.0,2672.555589399939,2111.1111111111113,3697.4789915966385,2414.355660720786,2933.0146673651125
ANG MO KIO,1998-05,184000.0,61500.0,453000.0,162000.0,265000.0,2506.1728395061727,1323.5294117647059,3871.7948717948716,2338.235294117647,2857.1428571428573
ANG MO KIO,1998-06,183800.0,145000.0,530000.0,160000.0,263750.0,2462.686567164179,1986.6666666666667,3925.925925925926,2323.529411764706,2854.079008882655
ANG MO KIO,1998-07,172500.0,61000.0,532500.0,159000.0,260000.0,2448.1453028972783,1967.741935483871,3944.4444444444443,2292.910447761194,2826.086956521739
ANG MO KIO,1998-08,174000.0,95000.0,512000.0,156000.0,254000.0,2373.134328358209,1959.4594594594594,3820.89552238806,2254.9144521295957,2748.6263736263736
ANG MO KIO,1998-09,165000.0,61500.0,460000.0,154000.0,251000.0,2352.9411764705883,1906.6666666666667,3547.008547008547,2235.294117647059,2703.296703296703
ANG MO KIO,1998-10,171250.0,90000.0,490000.0,152000.0,249750.0,2298.507462686567,1864.8648648648648,3709.4017094017095,2191.176470588235,2697.264691829909
ANG MO KIO,1998-11,160000.0,87000.0,505000.0,150000.0,247250.0,2268.6567164179105,1720.0,3740.740740740741,2163.6748688987495,2677.8176025487855
ANG MO KIO,1998-12,174000.0,85000.0,436000.0,148500.0,242000.0,2260.27397260274,1849.3150684931506,3645.2991452991455,2134.8314606741574,2581.6326530612246
ANG MO KIO,1999-01,159500.0,88000.0,468000.0,145000.0,239250.0,2221.40522875817,1797.2972972972973,3487.1794871794873,2102.9411764705883,2594.511466794075
ANG MO KIO,1999-02,165000.0,62500.0,452000.0,145000.0,240000.0,2205.8823529411766,1835.6164383561643,3529.4117647058824,2102.9411764705883,2586.9565217391305
ANG MO KIO,1999-03,156000.0,63500.0,503000.0,144000.0,237250.0,2179.10447761194,1784.090909090909,3452.991452991453,2085.3658536585367,2556.2698833510076
ANG MO KIO,1999-04,156000.0,74500.0,452000.0,143500.0,238000.0,2223.8805970149256,1655.5555555555557,3319.327731092437,2088.893766461809,2572.378951580632
ANG MO KIO,1999-05,153000.0,62500.0,430000.0,143000.0,230500.0,2198.529411764706,1666.6666666666667,3613.4453781512607,2074.078138718174,2483.8709677419356
ANG MO KIO,1999-06,157000.0,80000.0,428000.0,144000.0,232000.0,2221.40522875817,1585.3658536585365,3658.119658119658,2089.5522388059703,2495.9239130434785
