town,month,resale_price_median,resale_price_min,resale_price_max,resale_price_quantile_25,resale_price_quantile_75,price_per_sqm_median,price_per_sqm_min,price_per_sqm_max,price_per_sqm_quantile_25,price_per_sqm_quantile_75
JURONG WEST,1994-03,114000.0,40000.0,380000.0,71500.0,187250.0,1411.8480969155426,643.0769230769231,2516.5562913907283,1088.1962864721486,1737.6774847870183
JURONG WEST,1994-04,100000.0,35000.0,360000.0,70000.0,180000.0,1315.0684931506848,546.875,2559.322033898305,1076.923076923077,1704.39308398024
JURONG WEST,1994-05,162500.0,60000.0,370000.0,87625.0,218875.0,1580.4513251115193,882.3529411764706,2517.4825174825173,1208.0862809241464,1832.748538011696
JURONG WEST,1994-06,130000.0,58000.0,350000.0,79000.0,181500.0,1481.8796068796069,828.5714285714286,2397.1631205673757,1176.4433262711864,1709.2318059299191
JURONG WEST,1994-07,158000.0,58000.0,370000.0,80000.0,192000.0,1559.551886792453,878.7878787878788,2605.6338028169016,1168.918918918919,1817.5198587819948
JURONG WEST,1994-08,156500.0,56000.0,435000.0,84500.0,219250.0,1581.0506241331484,857.1428571428571,2770.7006369426754,1232.349841938883,1895.1095241916073
JURONG WEST,1994-09,165000.0,63000.0,410000.0,85000.0,208000.0,1601.9417475728155,891.8918918918919,2611.4649681528663,1256.7567567567567,1908.2568807339449
JURONG WEST,1994-10,175000.0,47500.0,380000.0,104500.0,247500.0,1750.0,730.7692307692307,2553.191489361702,1388.5167464114834,2004.9019607843138
JURONG WEST,1994-11,162500.0,60000.0,375000.0,86250.0,210000.0,1560.7899382171227,857.1428571428571,2624.113475177305,1269.2891474829244,1922.890216579537
JURONG WEST,1994-12,185000.0,62000.0,401000.0,95000.0,252000.0,1801.6528925619834,953.8461538461538,2709.4594594594596,1313.4328358208954,2032.967032967033
JURONG WEST,1995-01,162000.0,62000.0,405000.0,90000.0,213125.0,1586.5384615384614,955.8823529411765,2682.119205298013,1250.0,1935.8435681965093
JURONG WEST,1995-02,168000.0,68000.0,370000.0,102250.0,240000.0,1648.277608915907,921.0526315789474,2531.0344827586205,1339.5522388059703,1960.3203494721513
JURONG WEST,1995-03,163000.0,65000.0,406000.0,89500.0,215000.0,1634.6153846153845,1000.0,2772.4137931034484,1260.2739726027398,1972.5529100529102
JURONG WEST,1995-04,178500.0,69000.0,425000.0,100750.0,235000.0,1719.1463037426538,1061.5384615384614,2814.569536423841,1416.2681912681915,1990.2912621359224
JURONG WEST,1995-05,188000.0,78000.0,400000.0,110000.0,260000.0,1853.9325842696628,1059.2105263157894,2721.08843537415,1518.987341772152,2172.1311475409834
JURONG WEST,1995-06,185000.0,60000.0,425000.0,110000.0,220150.0,1805.8252427184466,937.5,2871.6216216216217,1522.180316091954,2077.221228384019
JURONG WEST,1995-07,202750.0,75000.0,437000.0,118750.0,283500.0,1990.337938760269,1148.148148148148,2972.7891156462583,1644.0097515672162,2254.9394421335946
JURONG WEST,1995-08,202000.0,68000.0,466000.0,115000.0,275000.0,1913.4615384615386,1000.0,3170.0680272108843,1589.041095890411,2254.098360655738
JURONG WEST,1995-09,206000.0,76000.0,435000.0,118000.0,276000.0,2009.8039215686274,1092.1052631578948,3063.8297872340427,1648.6486486486488,2315.7894736842104
JURONG WEST,1995-10,207500.0,80000.0,452500.0,124500.0,282750.0,2019.2307692307693,1185.7142857142858,2996.6887417218545,1780.8219178082193,2330.3377998876676
JURONG WEST,1995-11,210000.0,82000.0,480000.0,119750.0,246250.0,2033.9805825242718,1157.8947368421052,3305.084745762712,1700.83692166743,2312.442396313364
JURONG WEST,1995-12,223500.0,80000.0,515000.0,136250.0,290750.0,2151.6894320632637,1229.7297297297298,3503.401360544218,1859.4101410754447,2449.023199023199
JURONG WEST,1996-01,230000.0,86000.0,515000.0,141750.0,310750.0,2219.0476190476193,1314.2857142857142,3479.7297297297296,1923.624067164179,2484.174915993098
JURONG WEST,1996-02,228000.0,88000.0,510000.0,129500.0,295000.0,2233.009708737864,1314.2857142857142,3711.864406779661,1860.759493670886,2556.603773584906
JURONG WEST,1996-03,235000.0,91000.0,532000.0,141500.0,278500.0,2270.2380952380954,1151.8987341772151,3432.2580645161293,2000.0,2598.035714285714
JURONG WEST,1996-04,248000.0,95000.0,513800.0,154250.0,315000.0,2403.846153846154,1440.0,3493.150684931507,2082.0895522388064,2720.3703703703704
JURONG WEST,1996-05,245000.0,95000.0,578000.0,154750.0,295000.0,2444.1964285714284,1417.910447761194,3958.904109589041,2118.7815428983417,2770.471464019851
JURONG WEST,1996-06,270000.0,100000.0,555000.0,168750.0,358500.0,2594.3732193732194,1428.5714285714287,3793.103448275862,2280.99173553719,2955.834835021438
JURONG WEST,1996-07,270000.0,105000.0,590000.0,158000.0,328250.0,2616.6497609042167,1597.0149253731342,3928.082191780822,2286.7501180916393,2960.6749311294766
JURONG WEST,1996-08,290000.0,119000.0,615000.0,173500.0,338750.0,2831.761006289308,1830.7692307692307,4155.405405405405,2409.366096866097,3087.9156010230176
JURONG WEST,1996-09,292000.0,110000.0,600000.0,170000.0,382000.0,2836.5384615384614,1718.75,4054.054054054054,2412.162162162162,3194.4444444444443
JURONG WEST,1996-10,290000.0,110000.0,590000.0,175000.0,326000.0,2836.5384615384614,1571.4285714285713,4067.7966101694915,2477.064220183486,3106.7961165048546
JURONG WEST,1996-11,295000.0,105000.0,605000.0,167500.0,352500.0,2838.095238095238,1779.6610169491526,3896.551724137931,2457.3849878934625,3132.600732600733
JURONG WEST,1996-12,284000.0,115000.0,580000.0,183875.0,320000.0,2825.0042495325515,1796.875,3972.6027397260273,2494.8630136986303,3083.060556464812
JURONG WEST,1997-01,288000.0,100000.0,590000.0,182000.0,321000.0,2849.3150684931506,1562.5,3907.2847682119204,2537.009225488093,3076.923076923077
JURONG WEST,1997-02,300000.0,110000.0,563000.0,190000.0,394000.0,2865.6716417910447,1718.75,3778.5234899328857,2500.0,3125.0
JURONG WEST,1997-03,290000.0,113000.0,545000.0,182000.0,320000.0,2819.5488721804513,1738.4615384615386,3707.482993197279,2434.2105263157896,3057.6923076923076
JURONG WEST,1997-04,270000.0,125000.0,540000.0,163300.0,311500.0,2752.3809523809523,1900.0,3855.9322033898306,2472.582253240279,2985.131255127153
JURONG WEST,1997-05,288000.0,110000.0,540000.0,185000.0,317250.0,2806.8312284730196,1692.3076923076924,3605.4421768707484,2546.80944055944,2987.839366515837
JURONG WEST,1997-06,281000.0,133000.0,550000.0,185000.0,345000.0,2731.3432835820895,2011.4285714285713,3716.2162162162163,2525.423728813559,2978.021978021978
JURONG WEST,1997-07,262500.0,122000.0,600000.0,170500.0,307750.0,2690.8140403286034,1876.923076923077,3821.6560509554142,2457.6271186440677,2891.0547396528705
JURONG WEST,1997-08,193500.0,106000.0,570000.0,149875.0,275000.0,2590.7230795907753,1630.7692307692307,3774.8344370860927,2285.888594164456,2742.1816654219565
JURONG WEST,1997-09,232500.0,114000.0,515000.0,153000.0,278250.0,2552.8116907140216,1701.4925373134329,3479.7297297297296,2270.2702702702704,2774.736415247364
JURONG WEST,1997-10,260500.0,120000.0,545000.0,155000.0,288000.0,2557.6923076923076,1714.2857142857142,3605.4421768707484,2202.8744846541454,2737.6655107187894
JURONG WEST,1997-11,245500.0,112800.0,485000.0,148250.0,275750.0,2478.661275831087,1714.2857142857142,3255.0335570469797,2162.9973474801063,2700.731535342852
JURONG WEST,1997-12,252000.0,110000.0,497000.0,160000.0,278000.0,2466.019417475728,1571.4285714285713,3372.8813559322034,2195.121951219512,2709.6774193548385
JURONG WEST,1998-01,245000.0,106000.0,496000.0,155400.0,272000.0,2405.6267806267806,1539.4736842105262,3284.7682119205297,2143.0882352941176,2596.153846153846
JURONG WEST,1998-02,245250.0,105000.0,490000.0,155000.0,267250.0,2384.6153846153848,1552.6315789473683,3365.5172413793102,2155.0155925155923,2548.8758303525806
JURONG WEST,1998-03,242000.0,105000.0,482500.0,154750.0,298500.0,2317.1539961013646,1600.0,3304.794520547945,2147.200772200772,2548.3125942684765
JURONG WEST,1998-04,240000.0,105000.0,490000.0,149000.0,301500.0,2307.6923076923076,1554.054054054054,3333.3333333333335,2087.970890410959,2503.9370078740158
JURONG WEST,1998-05,240000.0,92000.0,465000.0,154000.0,311750.0,2308.411214953271,1352.9411764705883,3120.8053691275168,2077.981136312598,2492.7184466019417
JURONG WEST,1998-06,238000.0,102000.0,453000.0,155000.0,313250.0,2298.026420499761,1542.857142857143,3127.1186440677966,2109.7143334447046,2480.53697235214
JURONG WEST,1998-07,235000.0,94000.0,450000.0,147000.0,277250.0,2259.437321937322,1432.8358208955224,3103.448275862069,2047.2807196892252,2418.793911007026
JURONG WEST,1998-08,238000.0,96000.0,470000.0,159875.0,311250.0,2299.5238984316657,1454.5454545454545,3092.1052631578946,2077.7525312923544,2457.034058231488
JURONG WEST,1998-09,232000.0,93200.0,445000.0,148000.0,307625.0,2231.8894697535475,1425.3731343283582,2978.082191780822,2007.4626865671642,2440.7541322314046
JURONG WEST,1998-10,232000.0,90000.0,456000.0,149500.0,304500.0,2211.5384615384614,1337.837837837838,3033.898305084746,1988.7037037037037,2428.5714285714284
JURONG WEST,1998-11,227050.0,92000.0,480000.0,147750.0,290500.0,2197.345132743363,1371.4285714285713,3057.3248407643314,1997.9166666666667,2352.5792389428752
JURONG WEST,1998-12,220000.0,83000.0,428000.0,136750.0,285500.0,2115.3846153846152,1296.875,2819.4444444444443,1865.2682533279549,2312.5803489439854
JURONG WEST,1999-01,218750.0,84000.0,429000.0,135250.0,275000.0,2108.6865197908887,1268.6567164179105,2891.891891891892,1844.0801056338028,2278.8263555250514
JURONG WEST,1999-02,213000.0,81500.0,412000.0,125000.0,265000.0,2048.076923076923,1273.4375,2783.2167832167834,1727.2727272727273,2240.6015037593984
JURONG WEST,1999-03,213500.0,84000.0,425000.0,135000.0,245000.0,2059.7014925373132,1253.7313432835822,2949.1525423728813,1849.3150684931506,2208.695652173913
JURONG WEST,1999-04,211000.0,83000.0,421500.0,137000.0,256000.0,2057.6923076923076,1296.875,2847.972972972973,1869.86301369863,2185.0393700787404
JURONG WEST,1999-05,212000.0,80000.0,416000.0,136000.0,275000.0,2038.4615384615386,1194.0298507462687,2810.810810810811,1851.3513513513512,2212.5984251968503
JURONG WEST,1999-06,211000.0,83000.0,420000.0,137000.0,262750.0,2028.1696349850115,1207.142857142857,2881.35593220339,1863.013698630137,2193.6109027256816
JURONG WEST,1999-07,221000.0,72000.0,423000.0,194750.0,275000.0,2087.5,1263.157894736842,2877.5510204081634,1947.9241552839685,2264.2450142450143
JURONG WEST,1999-08,228000.0,83500.0,450000.0,199100.0,288000.0,2170.731707317073,1303.030303030303,2986.013986013986,2009.5238095238096,2358.823529411765
JURONG WEST,1999-09,232000.0,77000.0,440000.0,204000.0,291500.0,2229.7297297297296,1328.125,3026.3888888888887,2050.8576329331045,2385.618635792998
JURONG WEST,1999-10,237500.0,87000.0,460000.0,205000.0,310000.0,2247.706422018349,1359.375,3108.108108108108,2082.1917808219177,2459.0163934426228
JURONG WEST,1999-11,242000.0,83000.0,450000.0,199500.0,304250.0,2297.68711018711,1312.5,2963.5036496350367,2125.6125751271384,2455.4985023534446
JURONG WEST,1999-12,239000.0,90000.0,465000.0,160500.0,302500.0,2268.6567164179105,1384.6153846153845,3274.6478873239435,2108.953613807983,2436.890351392643
