town,month,flat_type,storey_range,resale_price_median,resale_price_min,resale_price_max,resale_price_quantile_25,resale_price_quantile_75,price_per_sqm_median,price_per_sqm_min,price_per_sqm_max,price_per_sqm_quantile_25,price_per_sqm_quantile_75
LIM CHU KANG,1990-03,3 ROOM,01 TO 03,20400.0,20400.0,20400.0,20400.0,20400.0,345.76271186440675,345.76271186440675,345.76271186440675,345.76271186440675,345.76271186440675
LIM CHU KANG,1990-06,4 ROOM,04 TO 06,32500.0,32500.0,32500.0,32500.0,32500.0,391.56626506024094,391.56626506024094,391.56626506024094,391.56626506024094,391.56626506024094
LIM CHU KANG,1990-10,4 ROOM,01 TO 03,45700.0,45700.0,45700.0,45700.0,45700.0,550.6024096385543,550.6024096385543,550.6024096385543,550.6024096385543,550.6024096385543
LIM CHU KANG,1991-02,3 ROOM,04 TO 06,33200.0,33200.0,33200.0,33200.0,33200.0,474.2857142857143,474.2857142857143,474.2857142857143,474.2857142857143,474.2857142857143
LIM CHU KANG,1991-03,4 ROOM,01 TO 03,45500.0,45500.0,45500.0,45500.0,45500.0,548.1927710843373,548.1927710843373,548.1927710843373,548.1927710843373,548.1927710843373
LIM CHU KANG,1991-04,3 ROOM,04 TO 06,20400.0,20400.0,20400.0,20400.0,20400.0,345.76271186440675,345.76271186440675,345.76271186440675,345.76271186440675,345.76271186440675
LIM CHU KANG,1991-04,4 ROOM,01 TO 03,32500.0,32500.0,32500.0,32500.0,32500.0,369.3181818181818,369.3181818181818,369.3181818181818,369.3181818181818,369.3181818181818
LIM CHU KANG,1991-04,4 ROOM,04 TO 06,32500.0,32500.0,32500.0,32500.0,32500.0,386.9047619047619,386.9047619047619,386.9047619047619,386.9047619047619,386.9047619047619
LIM CHU KANG,1991-05,3 ROOM,04 TO 06,28700.0,28700.0,28700.0,28700.0,28700.0,486.4406779661017,486.4406779661017,486.4406779661017,486.4406779661017,486.4406779661017
LIM CHU KANG,1991-05,4 ROOM,01 TO 03,37000.0,37000.0,37000.0,37000.0,37000.0,420.45454545454544,420.45454545454544,420.45454545454544,420.45454545454544,420.45454545454544
LIM CHU KANG,1991-07,3 ROOM,01 TO 03,28700.0,28700.0,28700.0,28700.0,28700.0,486.4406779661017,486.4406779661017,486.4406779661017,486.4406779661017,486.4406779661017
LIM CHU KANG,1991-07,4 ROOM,01 TO 03,45700.0,45700.0,45700.0,45700.0,45700.0,550.6024096385543,550.6024096385543,550.6024096385543,550.6024096385543,550.6024096385543
LIM CHU KANG,1991-08,3 ROOM,04 TO 06,29000.0,29000.0,29000.0,29000.0,29000.0,414.2857142857143,414.2857142857143,414.2857142857143,414.2857142857143,414.2857142857143
LIM CHU KANG,1991-10,4 ROOM,01 TO 03,45000.0,45000.0,45000.0,45000.0,45000.0,542.1686746987951,542.1686746987951,542.1686746987951,542.1686746987951,542.1686746987951
LIM CHU KANG,1991-11,3 ROOM,04 TO 06,28700.0,28700.0,28700.0,28700.0,28700.0,486.4406779661017,486.4406779661017,486.4406779661017,486.4406779661017,486.4406779661017
LIM CHU KANG,1992-01,3 ROOM,01 TO 03,22000.0,22000.0,22000.0,22000.0,22000.0,372.8813559322034,372.8813559322034,372.8813559322034,372.8813559322034,372.8813559322034
LIM CHU KANG,1992-02,3 ROOM,04 TO 06,31900.0,31900.0,31900.0,31900.0,31900.0,540.6779661016949,540.6779661016949,540.6779661016949,540.6779661016949,540.6779661016949
LIM CHU KANG,1992-03,3 ROOM,04 TO 06,22000.0,22000.0,22000.0,22000.0,22000.0,372.8813559322034,372.8813559322034,372.8813559322034,372.8813559322034,372.8813559322034
LIM CHU KANG,1992-03,4 ROOM,01 TO 03,35000.0,35000.0,35000.0,35000.0,35000.0,421.68674698795184,421.68674698795184,421.68674698795184,421.68674698795184,421.68674698795184
LIM CHU KANG,1992-12,3 ROOM,01 TO 03,23000.0,23000.0,23000.0,23000.0,23000.0,389.8305084745763,389.8305084745763,389.8305084745763,389.8305084745763,389.8305084745763
LIM CHU KANG,1993-08,4 ROOM,01 TO 03,48500.0,48500.0,48500.0,48500.0,48500.0,584.3373493975904,584.3373493975904,584.3373493975904,584.3373493975904,584.3373493975904
LIM CHU KANG,1993-10,4 ROOM,04 TO 06,65000.0,65000.0,65000.0,65000.0,65000.0,783.1325301204819,783.1325301204819,783.1325301204819,783.1325301204819,783.1325301204819
LIM CHU KANG,1994-03,3 ROOM,01 TO 03,24000.0,24000.0,24000.0,24000.0,24000.0,342.85714285714283,342.85714285714283,342.85714285714283,342.85714285714283,342.85714285714283
LIM CHU KANG,1994-04,3 ROOM,04 TO 06,69000.0,69000.0,69000.0,69000.0,69000.0,985.7142857142857,985.7142857142857,985.7142857142857,985.7142857142857,985.7142857142857
LIM CHU KANG,1994-05,3 ROOM,04 TO 06,55000.0,55000.0,55000.0,55000.0,55000.0,785.7142857142857,785.7142857142857,785.7142857142857,785.7142857142857,785.7142857142857
LIM CHU KANG,1994-07,3 ROOM,01 TO 03,55000.0,55000.0,55000.0,55000.0,55000.0,833.3333333333334,833.3333333333334,833.3333333333334,833.3333333333334,833.3333333333334
LIM CHU KANG,1994-07,3 ROOM,04 TO 06,50000.0,50000.0,50000.0,50000.0,50000.0,847.457627118644,847.457627118644,847.457627118644,847.457627118644,847.457627118644
