town,month,storey_range,flat_type,resale_price_median,resale_price_min,resale_price_max,resale_price_quantile_25,resale_price_quantile_75,price_per_sqm_median,price_per_sqm_min,price_per_sqm_max,price_per_sqm_quantile_25,price_per_sqm_quantile_75
QUEENSTOWN,1990-01,high,2 ROOM,16000.0,16000.0,16000.0,16000.0,16000.0,347.82608695652175,347.82608695652175,347.82608695652175,347.82608695652175,347.82608695652175
QUEENSTOWN,1990-01,high,3 ROOM,40000.0,20000.0,56000.0,36000.0,40000.0,615.3846153846154,348.4848484848485,767.1232876712329,581.2255541069101,622.7900912646676
QUEENSTOWN,1990-01,high,4 ROOM,70000.0,65800.0,99000.0,67900.0,84500.0,795.4545454545455,765.1162790697674,1164.7058823529412,780.2854122621565,980.0802139037434
QUEENSTOWN,1990-01,high,5 ROOM,132500.0,110000.0,167500.0,110000.0,158125.0,1121.3459742871507,940.1709401709402,1431.6239316239316,940.1709401709402,1334.7967392085038
QUEENSTOWN,1990-01,low,2 ROOM,18500.0,14000.0,19100.0,16250.0,18800.0,415.2173913043478,304.3478260869565,440.4761904761905,359.78260869565213,427.8467908902692
QUEENSTOWN,1990-01,low,3 ROOM,24000.0,18000.0,46500.0,23000.0,36500.0,460.0,321.42857142857144,694.0298507462686,420.62937062937067,561.5384615384615
QUEENSTOWN,1990-01,low,5 ROOM,123000.0,110000.0,136000.0,116500.0,129500.0,1051.2820512820513,940.1709401709402,1162.3931623931624,995.7264957264957,1106.837606837607
QUEENSTOWN,1990-01,mid,2 ROOM,19000.0,19000.0,19100.0,19000.0,19025.0,413.04347826086956,413.04347826086956,477.5,413.04347826086956,429.1576086956522
QUEENSTOWN,1990-01,mid,3 ROOM,36500.0,16700.0,43000.0,23000.0,40000.0,593.2203389830509,257.57575757575756,699.1525423728814,442.3076923076923,615.3846153846154
QUEENSTOWN,1990-01,mid,4 ROOM,91000.0,91000.0,91000.0,91000.0,91000.0,1000.0,1000.0,1000.0,1000.0,1000.0
QUEENSTOWN,1990-01,mid,5 ROOM,140000.0,140000.0,140000.0,140000.0,140000.0,1196.5811965811965,1196.5811965811965,1196.5811965811965,1196.5811965811965,1196.5811965811965
QUEENSTOWN,1990-01,very low,2 ROOM,15250.0,13500.0,19100.0,14100.0,18950.0,340.97222222222223,293.4782608695652,462.5,326.0869565217391,415.2173913043478
QUEENSTOWN,1990-01,very low,3 ROOM,23500.0,18000.0,46000.0,22000.0,30000.0,446.15384615384613,305.08474576271186,638.8888888888889,379.3103448275862,532.6530612244898
QUEENSTOWN,1990-02,high,2 ROOM,13600.0,13600.0,13600.0,13600.0,13600.0,295.6521739130435,295.6521739130435,295.6521739130435,295.6521739130435,295.6521739130435
QUEENSTOWN,1990-02,high,3 ROOM,40000.0,23400.0,46500.0,31500.0,40100.0,615.3846153846154,400.0,677.9661016949152,509.64797913950457,645.9935897435898
QUEENSTOWN,1990-02,high,4 ROOM,69250.0,65500.0,73000.0,67375.0,71125.0,828.8020086083213,798.780487804878,858.8235294117648,813.7912482065997,843.8127690100431
QUEENSTOWN,1990-02,high,5 ROOM,136000.0,136000.0,136000.0,136000.0,136000.0,1192.982456140351,1192.982456140351,1192.982456140351,1192.982456140351,1192.982456140351
QUEENSTOWN,1990-02,low,2 ROOM,15500.0,13500.0,19400.0,14500.0,17450.0,336.95652173913044,313.95348837209303,421.7391304347826,325.45500505561176,379.3478260869565
QUEENSTOWN,1990-02,low,3 ROOM,40000.0,20000.0,46000.0,23370.0,40100.0,594.2028985507246,357.14285714285717,686.5671641791045,410.1004394224733,677.9661016949152
QUEENSTOWN,1990-02,mid,2 ROOM,15000.0,13500.0,15500.0,14250.0,15250.0,321.42857142857144,319.1489361702128,336.95652173913044,320.2887537993921,329.1925465838509
QUEENSTOWN,1990-02,mid,3 ROOM,35500.0,31000.0,40000.0,33250.0,37750.0,526.0021668472373,436.61971830985914,615.3846153846154,481.3109425785482,570.6933911159263
QUEENSTOWN,1990-02,mid,5 ROOM,110000.0,110000.0,110000.0,110000.0,110000.0,894.3089430894308,894.3089430894308,894.3089430894308,894.3089430894308,894.3089430894308
QUEENSTOWN,1990-02,very low,2 ROOM,15000.0,15000.0,15000.0,15000.0,15000.0,326.0869565217391,326.0869565217391,326.0869565217391,326.0869565217391,326.0869565217391
QUEENSTOWN,1990-02,very low,3 ROOM,29450.0,17000.0,41000.0,23050.0,39750.0,522.0130932896891,326.9230769230769,694.9152542372881,426.4030612244898,611.5384615384615
QUEENSTOWN,1990-03,high,2 ROOM,16250.0,13500.0,19000.0,14875.0,17625.0,353.2608695652174,293.4782608695652,413.04347826086956,323.36956521739125,383.1521739130435
QUEENSTOWN,1990-03,high,3 ROOM,40000.0,23000.0,57000.0,37250.0,40150.0,615.3846153846154,383.3333333333333,814.2857142857143,588.4615384615385,644.3376068376069
QUEENSTOWN,1990-03,high,4 ROOM,60000.0,60000.0,60000.0,60000.0,60000.0,705.8823529411765,705.8823529411765,705.8823529411765,705.8823529411765,705.8823529411765
QUEENSTOWN,1990-03,high,5 ROOM,122500.0,110000.0,135000.0,116250.0,128750.0,1018.8659578903481,940.1709401709402,1097.560975609756,979.5184490306442,1058.213466750052
